index,arrival_time,departure_time,required_energy
1,0.0,4.6,31.1
2,0.0,7.3,22.6
3,0.0,9.6,52.3
4,0.1,3.9,11.5
5,0.2,6.3,33.5
6,0.4,2.3,30.7
7,0.6,2.7,33.8
8,0.7,4.3,17.9
9,1.2,3.3,22.7
10,1.3,3.5,25.6
11,1.4,5.1,34.3
12,1.5,8.2,26.0
13,1.5,2.3,15.0
14,1.6,5.9,38.9
15,1.8,9.3,34.9
16,2.0,3.1,20.5
17,2.0,2.9,18.8
18,2.0,8.1,37.6
19,2.3,6.8,42.4
20,2.3,3.1,12.0
21,2.8,13.7,15.9
22,3.1,4.9,30.6
23,3.4,4.1,6.8
24,3.4,4.8,19.2
25,3.5,5.0,20.9
26,3.6,14.3,40.3
27,3.7,4.9,19.6
28,3.8,4.7,11.0
29,3.9,7.2,32.5
30,4.0,4.7,14.1
31,4.2,5.7,10.3
32,4.4,5.2,10.6
33,4.5,5.2,13.7
34,5.4,6.7,18.6
35,5.5,6.2,7.3
36,5.9,6.5,6.1
37,5.9,6.4,3.8
38,5.9,6.7,5.7
39,5.9,7.6,26.3
40,6.2,7.4,24.8
41,6.5,7.5,16.2
42,6.8,7.5,8.4
43,6.8,7.4,5.5
44,7.1,12.0,36.9
45,7.3,7.8,9.0
46,7.6,9.3,33.3
47,7.7,8.7,16.7
48,7.7,8.2,9.5
49,7.9,8.2,1.0
50,8.2,9.6,27.8
51,8.2,8.7,7.5
52,8.2,9.3,8.6
53,8.2,8.9,9.1
54,8.5,9.0,9.5
55,8.5,9.8,12.1
56,9.2,10.6,24.5
57,9.2,10.0,16.8
58,9.5,11.0,17.9
59,9.6,10.0,7.4
60,9.7,9.9,3.9
61,9.8,12.8,40.3
62,9.9,10.4,8.9
63,9.9,11.6,37.0
64,10.0,11.0,14.4
65,10.0,13.4,10.6
66,10.1,11.4,23.7
67,10.1,11.4,1.0
68,10.1,10.4,2.6
69,10.2,11.0,10.0
70,10.2,10.8,1.0
71,10.3,11.1,16.7
72,10.3,10.9,4.2
73,10.3,10.5,1.1
74,10.3,11.0,10.1
75,10.3,11.6,24.1
76,10.3,11.6,4.1
77,10.4,11.0,9.3
78,10.4,11.3,19.4
79,10.5,10.9,5.9
80,10.5,11.1,5.3
81,10.5,10.9,4.2
82,10.5,11.0,2.8
83,10.6,19.0,20.0
84,10.6,10.7,1.0
85,10.6,10.9,4.2
86,10.6,10.8,3.1
87,10.6,12.3,21.0
88,10.7,11.5,12.3
89,10.7,13.3,21.8
90,10.7,12.0,7.3
91,10.8,11.0,1.3
92,10.8,11.4,10.9
93,10.8,11.2,6.7
94,10.8,11.7,14.0
95,10.9,11.2,6.2
96,10.9,11.3,7.8
97,10.9,11.2,5.8
98,10.9,11.2,1.9
99,10.9,11.9,15.5
100,11.0,11.5,9.8
101,11.0,11.3,6.0
102,11.0,12.0,9.5
103,11.1,13.0,38.4
104,11.1,12.2,15.1
105,11.1,11.4,4.6
106,11.1,11.8,4.1
107,11.1,19.4,38.9
108,11.3,12.5,16.5
109,11.3,11.7,2.6
110,11.4,11.8,2.8
111,11.5,11.7,4.3
112,11.5,12.0,6.7
113,11.5,12.5,13.4
114,11.5,12.6,19.8
115,11.6,11.8,2.7
116,11.6,12.8,22.9
