index,arrival_time,departure_time,required_energy
1,0.0,10.2,30.6
2,0.0,7.6,18.2
3,0.1,5.8,31.0
4,0.2,1.1,11.3
5,0.3,1.9,26.4
6,0.3,2.0,20.2
7,0.5,1.4,15.2
8,0.6,0.8,3.7
9,0.8,6.6,31.7
10,1.0,5.3,33.8
11,1.3,1.5,2.7
12,1.5,7.7,36.6
13,1.6,2.1,10.3
14,2.0,2.3,5.9
15,2.2,7.0,20.8
16,2.3,8.7,29.9
17,2.3,4.3,40.7
18,2.5,7.5,47.7
19,2.7,3.1,6.9
20,2.8,4.4,28.7
21,3.3,10.5,44.0
22,3.4,4.8,7.9
23,3.7,11.0,17.8
24,3.8,5.0,11.0
25,3.9,6.8,25.7
26,4.0,8.1,30.3
27,4.0,5.4,21.7
28,4.1,4.4,5.7
29,4.3,8.9,17.3
30,4.3,6.5,23.7
31,4.3,7.3,45.1
32,4.4,8.6,27.6
33,4.4,4.7,4.1
34,4.4,6.1,35.7
35,4.5,5.8,15.6
36,4.7,12.3,15.3
37,4.9,11.1,46.2
38,5.0,6.1,9.1
39,5.0,6.8,27.2
40,5.2,6.4,18.4
41,5.4,7.0,19.3
42,5.4,7.0,27.4
43,5.4,5.8,7.8
44,5.4,5.6,2.7
45,5.7,6.6,4.7
46,5.9,6.9,21.4
47,6.0,6.6,12.2
48,6.1,7.8,12.6
49,6.3,7.2,18.9
50,6.4,12.2,36.9
51,6.6,7.8,20.7
52,6.8,8.6,30.7
53,6.8,8.2,21.3
54,6.9,7.2,4.0
55,7.0,7.4,4.0
56,7.0,7.9,11.8
57,7.1,7.4,6.2
58,7.1,8.5,25.9
59,7.1,8.6,28.8
60,7.2,8.1,14.9
61,7.4,8.9,22.2
62,7.7,8.3,9.6
63,7.8,8.7,11.8
64,8.0,9.7,24.9
65,8.0,8.1,1.6
66,8.0,9.9,16.1
67,8.1,8.7,12.4
68,8.2,9.4,9.2
69,8.3,9.1,14.8
70,8.4,9.1,2.0
71,8.5,11.4,24.8
72,8.5,8.9,2.6
73,8.5,9.1,9.9
74,8.5,11.5,24.7
75,8.6,16.9,38.5
76,8.6,8.9,5.6
77,8.7,9.1,6.0
78,8.7,9.0,4.7
79,8.8,9.2,6.5
80,8.9,9.8,16.5
81,8.9,15.0,15.8
82,8.9,15.7,40.7
83,9.0,10.4,6.5
84,9.0,10.1,21.3
85,9.0,10.4,26.2
86,9.2,10.7,18.6
