index,arrival_time,departure_time,required_energy
1,0.0,1.7,37.1
2,0.1,7.0,48.2
3,0.2,2.5,35.2
4,0.6,5.8,35.3
5,0.8,4.2,31.3
6,1.0,1.4,3.4
7,1.9,2.4,3.3
8,2.4,3.5,11.3
9,2.9,3.2,5.7
10,3.4,3.6,2.6
11,3.9,4.6,14.6
12,4.6,10.4,43.0
13,4.7,5.0,4.3
14,4.9,6.1,23.7
15,5.1,5.5,4.0
16,5.4,6.9,23.1
17,6.7,7.8,21.7
18,7.0,7.3,4.1
19,7.0,8.0,16.8
20,7.2,7.4,4.2
21,7.2,8.8,19.5
22,7.5,8.8,1.3
23,7.7,12.9,16.8
24,8.0,8.5,8.0
25,8.2,8.8,10.7
26,9.1,10.1,18.0
27,9.2,12.7,31.8
28,9.3,10.8,25.7
29,9.5,9.8,2.8
30,9.5,11.2,22.7
31,9.6,10.0,7.5
32,9.8,11.1,20.9
33,9.8,10.3,2.9
34,10.0,10.5,10.0
35,10.0,10.5,7.7
36,10.1,10.8,11.6
37,10.1,11.9,18.4
38,10.8,11.0,1.6
39,11.3,13.0,35.4
40,11.4,12.4,10.6
41,11.4,11.9,10.1
42,11.5,12.4,19.5
43,11.9,13.3,29.2
44,12.0,13.3,28.3
45,12.2,12.6,5.4
46,12.3,14.0,36.2
47,12.5,13.9,24.4
48,12.6,13.2,13.1
49,12.7,15.3,44.9
50,12.9,13.5,1.0
51,13.0,14.5,27.9
52,13.5,13.9,1.4
53,13.8,14.9,23.3
54,13.9,14.3,5.4
55,14.0,15.3,27.0
56,14.3,15.2,16.6
57,14.8,15.3,7.4
58,14.9,15.8,11.2
59,15.1,15.7,10.5
60,15.1,15.5,3.4
61,15.4,16.2,16.0
62,15.8,16.7,10.6
63,16.0,16.5,6.0
64,16.1,17.4,19.5
65,16.5,17.5,13.2
66,16.6,17.0,3.9
67,17.3,18.4,17.0
68,17.4,18.9,31.4
69,17.5,18.3,12.1
70,17.5,18.5,16.8
71,17.6,24.0,38.2
72,17.6,18.1,6.3
73,17.9,18.5,11.5
74,18.0,19.4,15.6
75,18.3,19.3,10.7
76,18.5,20.7,47.6
77,18.6,19.3,10.3
78,18.8,19.9,22.6
79,18.8,19.3,9.0
80,19.3,19.7,5.4
81,19.5,20.8,25.8
82,19.7,22.0,28.9
83,19.8,20.0,3.7
84,19.8,20.6,13.7
85,19.9,20.5,11.8
86,20.1,21.5,21.1
87,20.5,21.0,6.9
88,20.8,22.3,22.2
89,21.0,22.2,20.2
90,21.2,24.0,32.5
91,21.2,21.8,12.4
92,21.6,21.8,3.8
93,21.9,24.0,20.7
94,22.0,22.5,7.9
95,22.4,23.2,17.3
96,22.5,23.5,16.7
97,22.5,22.8,1.6
98,22.6,24.0,29.2
99,23.0,23.7,14.0
100,23.0,23.3,5.5
