index,arrival_time,departure_time,required_energy
1,0.0,4.8,39.3
2,0.1,8.1,49.7
3,0.4,7.3,30.2
4,0.6,11.1,25.4
5,0.9,9.7,24.4
6,1.4,7.3,32.9
7,1.8,4.5,41.8
8,1.8,4.3,43.7
9,2.0,3.0,20.5
10,2.2,6.5,30.7
11,3.0,3.6,13.0
12,3.0,3.3,5.6
13,4.1,5.1,7.6
14,4.3,5.4,20.8
15,4.4,5.4,12.0
16,4.8,6.4,30.5
17,4.8,5.5,12.2
18,4.9,6.6,34.5
19,5.4,6.2,6.0
20,5.4,7.5,31.5
21,5.6,6.0,1.2
22,5.8,7.0,17.7
23,6.2,7.0,16.4
24,6.3,7.1,16.8
25,6.9,7.7,15.1
26,6.9,9.8,15.8
27,7.3,7.7,6.5
28,8.1,13.4,23.6
29,8.2,10.9,40.8
30,8.2,9.5,27.7
31,8.7,9.1,3.8
32,8.7,9.3,1.6
33,8.8,10.6,35.3
34,8.9,9.1,3.8
35,8.9,12.3,27.8
36,9.0,9.4,7.8
37,9.1,9.4,5.3
38,9.3,9.8,9.1
39,9.4,10.3,19.3
40,9.4,9.8,4.2
41,9.4,9.8,6.6
42,9.5,17.6,47.1
43,9.5,10.5,19.3
44,9.8,10.6,14.5
45,9.9,11.0,17.6
46,10.0,10.6,4.9
47,10.2,10.9,14.3
48,10.2,11.1,5.6
49,10.3,10.9,9.3
50,10.4,14.3,14.2
51,11.1,12.2,15.0
52,11.1,14.5,42.2
53,11.2,21.1,36.8
54,11.5,12.4,18.5
55,11.6,11.9,1.0
56,11.8,12.9,12.0
57,11.9,12.1,4.0
58,11.9,13.2,27.8
59,11.9,13.2,22.9
60,11.9,12.1,1.0
61,12.0,14.8,42.9
62,12.0,12.8,9.3
63,12.0,12.3,6.1
64,12.1,13.8,32.2
65,12.1,12.7,5.6
66,12.1,13.1,16.8
67,12.2,14.2,39.7
68,12.2,12.5,5.8
69,12.4,12.8,5.9
70,12.4,13.2,17.5
71,12.5,13.2,14.9
72,12.6,13.5,18.8
73,12.7,13.1,4.8
74,12.8,13.9,16.6
75,12.9,14.3,26.9
76,13.0,13.8,14.4
77,13.0,13.3,5.1
78,13.1,13.3,2.7
79,13.4,14.0,1.0
80,13.5,14.4,16.1
81,13.6,14.4,15.7
82,13.6,14.8,26.1
83,13.7,17.2,24.6
84,13.7,16.4,19.8
85,13.7,16.7,14.3
86,13.8,14.0,3.4
87,13.8,14.3,7.4
88,13.8,14.8,20.3
89,13.9,14.7,16.4
90,13.9,15.2,27.3
91,13.9,14.5,6.8
92,14.0,14.6,11.7
93,14.0,15.5,21.3
94,14.1,15.8,16.2
95,14.2,17.2,38.3
96,14.2,14.5,1.3
97,14.2,15.5,22.4
98,14.2,14.4,2.6
99,14.3,15.3,9.2
100,14.3,16.2,27.5
101,14.4,16.6,34.5
102,14.4,14.9,4.6
103,14.4,16.1,35.4
104,14.5,15.6,17.9
105,14.6,16.0,29.7
106,14.7,14.9,3.8
107,14.8,16.2,19.7
108,14.8,15.0,3.4
109,14.8,15.4,3.7
110,15.0,16.5,27.6
111,15.0,15.9,15.7
112,15.0,15.8,15.0
113,15.1,15.3,3.3
114,15.1,16.4,26.0
115,15.3,15.7,1.0
116,15.3,15.8,3.7
117,15.3,15.5,3.1
118,15.4,16.0,6.3
119,15.4,21.8,45.1
120,15.5,16.0,5.7
121,15.6,15.8,4.2
122,15.7,17.1,30.5
123,15.7,15.9,1.7
124,15.8,16.3,6.3
125,15.9,17.2,24.7
126,15.9,16.1,4.3
127,15.9,16.5,2.8
128,16.1,17.5,12.9
129,16.4,16.8,7.5
130,16.5,16.8,1.0
131,16.5,16.8,4.5
132,16.6,17.3,15.2
133,16.7,17.6,16.9
134,16.7,17.2,9.9
135,16.8,17.2,4.6
136,16.9,18.0,21.7
137,17.3,18.7,27.0
138,17.3,18.1,14.2
139,17.3,18.0,14.6
140,17.3,17.6,5.6
141,17.8,18.1,3.6
142,17.8,19.0,23.4
143,17.9,18.9,20.5
144,17.9,18.6,9.5
145,17.9,18.4,9.0
146,18.0,18.5,1.5
147,18.0,23.4,32.8
148,18.0,19.3,16.6
149,18.0,18.8,15.9
150,18.1,18.8,11.6
151,18.3,18.8,9.5
152,18.4,20.5,15.0
153,18.7,20.5,21.6
154,18.7,19.5,17.4
155,18.8,22.5,48.3
156,18.8,20.5,34.3
157,18.8,19.5,13.5
158,18.8,19.8,13.9
159,19.2,20.1,19.4
160,19.4,20.6,20.9
161,19.4,24.0,23.2
162,19.4,19.6,3.7
163,19.5,19.9,6.1
164,19.6,20.7,15.4
165,19.6,20.0,3.8
166,19.6,20.7,11.9
