index,arrival_time,departure_time,required_energy
1,0.0,1.6,26.5
2,0.0,4.7,65.6
3,0.0,0.8,15.6
4,0.0,5.9,13.7
5,0.0,4.9,46.3
6,0.2,0.4,3.1
7,0.3,0.6,3.2
8,0.3,9.0,36.8
9,0.4,2.1,22.5
10,0.5,1.7,25.7
11,0.5,5.6,41.8
12,0.6,2.8,31.5
13,0.8,2.0,25.3
14,0.9,2.7,27.6
15,0.9,2.7,37.3
16,1.0,7.3,26.9
17,1.1,11.6,56.4
18,1.1,2.9,36.7
19,1.2,2.3,20.1
20,1.2,2.2,18.6
21,1.4,3.4,24.8
22,1.4,2.5,6.8
23,1.4,1.8,6.9
24,1.6,11.1,37.5
25,1.7,4.3,46.8
26,2.0,3.4,24.3
27,2.0,10.3,17.3
28,2.1,3.9,28.1
29,2.1,3.0,17.9
30,2.1,2.8,14.4
31,2.2,3.7,25.1
32,2.3,7.3,46.5
33,2.3,6.4,32.2
34,2.5,4.3,24.8
35,2.7,3.1,8.3
36,2.8,6.0,24.4
37,2.8,3.5,9.5
38,2.9,6.3,27.8
39,3.1,3.4,6.0
40,3.2,5.4,23.1
41,3.4,8.8,41.5
42,4.1,6.7,28.4
43,4.1,6.2,36.9
44,4.3,5.6,24.0
45,4.4,5.0,10.2
46,5.8,6.5,10.9
47,5.9,7.2,22.0
48,6.0,7.6,24.3
49,6.1,8.4,38.6
50,6.3,6.8,1.0
51,6.4,7.9,14.9
52,6.5,6.9,7.9
53,6.6,6.9,2.0
54,6.9,8.3,24.9
55,7.0,7.8,17.4
56,7.0,8.6,27.9
57,7.0,7.9,10.9
58,7.2,8.2,12.3
59,7.2,8.2,21.5
60,7.2,7.7,6.1
61,7.3,9.4,31.4
62,7.6,8.0,6.1
63,7.7,7.9,2.0
64,7.8,11.1,52.7
65,8.0,8.3,6.4
66,8.0,8.2,1.0
67,8.0,8.4,6.5
68,8.0,9.1,22.6
69,8.1,18.1,31.9
70,8.2,8.8,1.0
71,8.4,8.6,1.2
72,8.4,8.8,4.8
73,8.5,9.2,14.9
74,8.5,11.7,61.8
75,8.9,10.4,25.5
76,8.9,9.4,7.8
77,9.0,9.5,10.9
78,9.0,11.5,47.9
79,9.1,10.1,16.3
80,9.2,10.6,17.7
81,9.2,9.7,6.1
82,9.2,11.9,49.6
83,9.4,10.2,11.8
84,9.4,12.1,31.4
85,9.5,9.9,7.8
86,9.6,13.8,31.4
87,9.6,13.7,25.4
88,9.7,10.0,5.7
89,9.8,10.3,4.6
90,9.8,11.3,32.0
91,9.9,10.4,10.7
92,9.9,11.1,24.8
93,10.0,10.2,4.3
94,10.0,11.4,24.0
95,10.1,11.0,14.7
96,10.1,10.9,15.2
97,10.1,12.5,32.0
98,10.1,11.5,7.1
99,10.1,10.4,2.5
100,10.2,10.8,9.0
101,10.2,11.1,14.4
102,10.2,10.8,12.0
103,10.2,11.7,13.3
104,10.2,11.2,18.0
105,10.2,18.1,28.2
106,10.3,11.4,13.2
107,10.3,12.9,43.4
108,10.3,12.5,20.5
109,10.3,12.0,24.9
110,10.3,11.6,14.2
111,10.3,11.6,24.8
112,10.4,11.0,9.6
113,10.5,11.3,8.4
114,10.6,11.0,7.7
115,10.8,11.1,3.4
116,10.8,12.9,18.1
117,10.9,11.8,15.0
