index,arrival_time,departure_time,required_energy
1,0.4,7.0,22.3
2,0.8,1.4,9.6
3,1.0,4.3,31.0
4,1.1,2.0,17.5
5,1.1,11.8,40.5
6,1.1,8.3,30.4
7,1.4,2.4,18.6
8,1.5,9.0,44.7
9,1.5,10.3,44.3
10,1.6,2.7,14.0
11,1.9,13.7,47.6
12,2.5,5.4,42.6
13,3.1,5.6,22.7
14,3.8,13.0,36.3
15,4.0,6.0,4.2
16,4.1,6.6,29.1
17,4.2,6.2,18.2
18,4.3,9.1,34.8
19,4.3,9.9,20.3
20,4.3,4.9,5.7
21,4.3,5.4,15.3
22,4.9,6.3,15.4
23,5.6,7.1,30.8
24,5.6,7.2,16.4
25,5.7,7.3,25.5
26,6.0,7.9,23.2
27,6.1,7.6,27.7
28,6.6,7.1,5.6
29,6.6,7.4,9.4
30,7.4,7.7,1.0
31,7.4,8.2,8.5
32,7.7,9.3,20.2
33,7.9,9.1,22.4
34,8.0,9.9,23.6
35,8.0,9.0,20.8
36,8.1,9.6,25.3
37,8.2,9.3,12.7
38,8.6,9.2,2.3
39,8.7,9.0,1.5
40,8.8,9.1,3.9
41,8.9,10.1,19.5
42,8.9,9.4,8.8
43,9.1,9.8,15.4
44,9.1,10.0,14.4
45,9.2,9.9,14.9
46,9.3,10.5,21.7
47,9.3,9.6,2.7
48,9.4,10.8,18.9
49,9.5,9.7,2.0
50,9.6,10.5,15.9
51,9.6,10.1,10.3
52,9.6,10.6,13.1
53,9.7,10.2,11.0
54,9.7,10.6,19.1
55,9.9,10.3,2.5
56,10.1,10.9,14.4
57,10.2,11.3,9.6
58,10.2,13.6,24.5
59,10.3,10.7,5.1
60,10.3,10.7,1.7
61,10.3,11.4,10.3
62,10.6,11.3,10.5
63,10.6,10.8,3.6
64,10.6,20.0,17.8
65,10.8,11.5,15.0
66,10.8,13.0,18.9
67,10.8,12.0,12.4
68,11.0,16.5,23.8
69,11.0,11.5,4.8
70,11.0,16.6,48.5
71,11.0,11.7,4.5
72,11.0,11.7,14.0
73,11.0,12.7,32.8
74,11.0,12.9,7.0
75,11.1,11.6,5.3
76,11.1,12.3,17.5
77,11.2,12.1,14.0
78,11.2,16.5,27.1
79,11.2,15.9,30.7
80,11.2,12.8,29.2
81,11.3,12.1,4.1
82,11.4,21.1,31.0
83,11.4,13.3,21.8
84,11.4,12.7,15.2
85,11.4,11.7,5.6
86,11.5,12.3,6.7
87,11.5,11.8,1.2
88,11.5,12.2,9.7
89,11.6,12.0,4.2
90,11.6,12.1,6.5
91,11.6,11.8,3.7
92,11.6,12.0,7.3
93,11.7,12.2,6.9
94,11.8,13.0,9.7
95,11.8,12.8,20.9
96,11.8,12.9,20.2
97,11.9,13.5,16.7
98,11.9,14.6,14.7
99,11.9,12.7,6.6
100,12.3,12.5,4.3
101,12.3,13.4,15.4
102,12.3,12.8,1.0
103,12.3,12.7,2.9
104,12.3,13.1,15.6
105,12.3,13.4,19.2
106,12.3,12.6,6.0
107,12.4,13.1,5.5
108,12.4,13.7,25.6
109,12.5,14.0,26.2
110,12.8,13.4,1.2
111,12.9,13.2,4.1
112,13.1,14.5,23.5
113,13.2,14.1,17.1
114,13.2,14.1,15.1
115,13.2,14.1,4.4
116,13.2,14.2,17.0
117,13.3,14.5,20.6
118,13.3,13.7,3.7
119,13.3,13.6,2.9
120,13.4,14.0,1.0
121,13.4,14.9,26.7
122,13.5,14.6,11.7
123,13.5,13.9,8.1
124,13.5,15.1,34.6
125,13.6,14.6,21.7
126,13.7,15.7,39.3
127,13.8,14.8,16.7
128,13.8,15.0,17.4
129,13.8,15.2,27.7
130,13.9,14.2,2.9
131,13.9,14.9,16.3
132,14.0,15.4,23.6
133,14.1,14.4,1.4
134,14.2,14.6,7.0
135,14.2,15.2,19.1
136,14.3,16.3,34.9
137,14.3,14.8,9.2
138,14.4,14.6,2.9
139,14.4,15.2,14.8
140,14.5,15.3,13.3
141,14.6,15.2,9.5
142,14.6,16.1,27.8
143,14.7,14.9,1.4
144,14.7,15.4,14.7
145,14.7,20.9,31.4
146,14.7,15.5,10.8
147,14.7,15.7,17.6
148,14.8,16.1,24.7
149,14.8,15.4,8.3
150,14.9,16.4,24.6
151,14.9,15.2,1.0
152,14.9,15.1,4.3
153,14.9,17.5,34.6
154,14.9,15.9,20.9
155,15.0,15.3,2.8
156,15.0,15.3,6.1
157,15.0,17.3,17.6
158,15.0,15.5,9.4
159,15.1,15.7,5.9
160,15.1,15.4,4.6
161,15.1,16.1,15.3
162,15.2,15.8,6.9
163,15.2,15.4,2.2
164,15.4,16.4,14.2
165,15.5,16.4,18.6
166,15.7,15.9,1.0
167,15.8,17.2,9.4
168,15.9,16.9,10.5
169,16.0,16.2,2.2
170,16.0,16.6,7.1
171,16.0,16.2,4.0
172,16.1,16.7,3.7
173,16.1,16.5,5.2
174,16.1,19.3,29.7
175,16.2,16.8,12.4
176,16.2,16.8,7.6
177,16.2,16.9,8.2
178,16.3,17.9,18.9
179,16.4,17.3,7.1
180,16.4,17.0,10.0
181,16.4,16.9,6.8
182,16.5,17.2,15.2
183,16.5,18.0,32.2
184,16.6,17.1,10.3
185,16.6,17.5,19.7
186,16.6,17.9,10.1
187,16.7,18.6,37.6
188,16.7,17.2,7.4
189,16.8,17.2,8.7
190,16.8,18.2,20.3
191,16.8,17.4,10.1
