index,arrival_time,departure_time,required_energy
1,0.0,0.2,3.9
2,0.5,11.6,22.0
3,0.6,2.4,14.5
4,0.6,1.4,11.7
5,0.6,1.9,27.8
6,0.7,8.3,36.4
7,0.7,9.6,18.8
8,0.8,1.2,7.8
9,1.1,1.3,2.1
10,1.3,1.5,3.3
11,1.4,3.4,36.2
12,1.4,8.9,34.4
13,1.9,2.1,2.4
14,1.9,2.1,3.7
15,2.1,5.1,36.1
16,2.3,2.8,10.6
17,2.4,14.6,41.3
18,2.6,6.2,20.9
19,2.7,3.9,17.7
20,2.9,9.7,35.7
21,2.9,4.5,34.8
22,3.3,4.7,17.6
23,3.6,9.8,28.1
24,3.7,7.3,43.7
25,4.4,6.0,25.2
26,4.6,4.8,3.5
27,4.7,6.7,40.3
28,4.8,6.6,23.2
29,4.8,5.1,6.4
30,5.1,6.0,19.3
31,5.3,5.9,11.9
32,5.6,6.8,24.4
33,5.9,7.4,22.9
34,6.1,7.6,27.8
35,6.2,7.8,28.5
36,6.4,7.0,11.5
37,6.4,11.9,20.2
38,6.5,10.5,7.9
39,6.6,7.6,18.7
40,6.7,7.2,10.2
41,6.8,7.4,5.8
42,6.8,8.0,11.3
43,6.9,7.3,8.1
44,7.0,7.5,4.1
45,7.1,9.0,39.5
46,7.4,8.0,8.5
47,7.5,8.3,14.1
48,7.5,9.9,34.1
49,7.7,8.7,18.8
50,8.0,9.4,21.1
51,8.0,9.2,24.7
52,8.0,17.6,29.2
53,8.1,8.8,11.4
54,8.2,12.2,25.3
55,8.2,8.4,2.3
56,8.3,14.3,40.8
57,8.4,9.5,16.3
58,8.6,8.8,3.5
59,9.0,10.1,17.2
60,9.0,10.0,16.1
61,9.0,9.2,2.7
62,9.1,11.2,14.7
63,9.1,9.6,10.2
64,9.1,10.5,29.4
65,9.3,15.8,39.8
66,9.3,9.7,8.3
67,9.4,10.6,18.4
68,9.6,10.4,1.0
69,9.7,10.2,8.5
70,9.8,10.1,1.0
71,10.0,11.2,12.1
72,10.0,11.0,21.7
73,10.1,10.6,9.5
74,10.2,13.2,45.8
75,10.2,10.5,4.4
76,10.2,14.6,29.3
77,10.2,11.8,21.1
78,10.3,10.6,5.8
79,10.3,10.6,5.2
80,10.3,11.9,34.6
81,10.3,12.4,26.2
82,10.4,11.1,12.7
83,10.4,11.4,14.5
84,10.5,10.7,2.8
85,10.8,11.8,11.7
86,10.9,12.3,17.6
87,11.0,11.9,7.5
88,11.1,13.7,14.0
89,11.1,12.9,31.6
90,11.1,11.6,10.5
91,11.2,12.4,26.3
92,11.2,12.8,29.4
93,11.2,11.7,9.5
94,11.2,13.1,36.7
95,11.3,13.8,25.6
96,11.3,13.4,13.2
97,11.4,12.2,13.1
98,11.4,12.7,26.0
99,11.5,13.3,37.8
100,11.5,13.0,26.4
101,11.7,11.9,2.3
102,11.7,12.5,13.4
103,11.7,13.8,25.5
104,11.8,12.5,11.6
105,11.8,13.2,20.4
106,11.8,13.8,30.1
107,11.8,13.5,30.6
108,11.9,12.9,16.6
109,12.0,12.4,1.0
110,12.0,12.9,19.3
111,12.1,18.5,46.4
112,12.2,12.9,8.3
113,12.3,12.9,9.5
114,12.3,17.8,36.2
115,12.4,13.4,21.9
116,12.4,14.1,30.2
117,12.4,13.4,17.7
118,12.4,13.5,19.5
119,12.4,12.8,6.6
120,12.6,13.0,8.7
121,12.6,13.2,2.8
122,12.6,12.9,4.1
123,12.7,12.9,3.2
124,12.7,13.9,21.9
125,12.8,13.8,21.5
126,12.8,13.9,19.7
127,12.9,13.2,5.8
128,12.9,13.2,4.6
129,13.0,16.2,14.1
130,13.0,13.7,14.6
131,13.1,13.6,7.7
132,13.1,13.2,1.0
133,13.1,13.9,10.1
134,13.2,15.6,25.5
135,13.4,13.9,4.3
136,13.4,14.0,11.2
137,13.4,14.9,27.9
138,13.5,14.8,25.6
139,13.5,14.6,19.1
140,13.6,14.6,21.2
141,13.6,14.9,14.1
142,13.6,14.7,21.8
143,13.7,15.0,22.3
144,14.0,15.4,25.1
145,14.0,14.9,14.5
146,14.0,14.7,10.7
147,14.0,15.2,16.4
148,14.1,15.4,23.9
149,14.3,14.7,4.2
150,14.4,15.0,8.9
151,14.4,18.0,53.0
152,14.4,15.0,11.6
153,14.5,15.3,15.1
154,14.5,14.9,2.6
155,14.5,15.1,5.2
156,14.5,15.7,18.0
157,14.5,15.7,6.9
158,14.6,15.3,12.8
159,14.6,15.2,12.3
160,14.7,15.3,10.7
161,14.8,15.4,10.7
162,14.8,15.7,15.0
163,14.9,15.9,9.7
164,15.0,16.3,17.8
165,15.0,16.7,25.3
166,15.1,16.1,20.4
167,15.2,15.8,2.6
168,15.2,16.1,17.4
169,15.3,15.8,7.7
170,15.3,15.8,6.1
171,15.3,15.8,9.8
172,15.4,16.8,28.0
173,15.5,19.7,29.2
174,15.6,17.0,21.0
175,15.6,16.3,3.9
176,15.6,16.6,21.2
177,15.6,15.9,6.4
178,15.6,16.4,15.2
179,15.7,16.3,5.0
180,15.7,16.9,24.7
181,15.8,17.3,24.8
182,15.8,16.5,14.5
183,15.9,17.0,14.3
184,15.9,16.4,8.1
185,15.9,16.4,7.3
186,16.0,16.5,5.0
187,16.1,16.8,5.2
188,16.2,16.7,9.2
189,16.2,18.6,25.6
190,16.2,17.0,16.2
191,16.3,18.4,34.0
192,16.3,20.5,37.6
193,16.3,16.6,5.2
194,16.4,17.0,6.8
195,16.4,17.0,12.9
196,16.4,17.4,17.3
197,16.4,17.2,11.8
198,16.5,18.1,30.6
199,16.5,17.6,23.6
200,16.6,18.2,34.8
201,16.7,17.4,13.5
202,16.8,20.0,64.6
203,16.9,17.2,6.1
204,16.9,18.5,22.0
205,17.0,17.9,19.3
206,17.0,18.6,27.7
207,17.3,18.9,12.6
208,17.4,20.2,40.5
209,17.5,18.4,15.2
210,17.6,18.6,7.4
211,17.6,18.4,10.1
212,17.7,18.2,8.0
213,17.7,18.4,1.0
214,17.8,18.0,2.6
215,17.9,19.3,29.6
216,17.9,18.8,12.2
217,18.0,19.6,32.0
218,18.1,18.6,9.1
219,18.3,18.8,8.3
220,18.5,19.8,20.5
221,18.5,19.3,9.8
222,18.5,18.7,3.7
223,18.5,19.1,8.1
224,18.7,19.1,7.3
225,18.7,19.3,13.2
226,18.8,19.4,9.6
227,18.8,19.4,12.0
228,19.0,20.4,18.4
229,19.1,19.3,2.6
230,19.1,20.0,16.8
231,19.1,20.9,22.1
232,19.1,20.0,16.7
233,19.1,19.7,8.3
234,19.2,20.0,14.9
235,19.2,20.2,20.3
236,19.2,20.1,10.4
237,19.2,20.1,7.4
238,19.2,19.4,1.0
239,19.2,21.3,32.5
240,19.3,19.8,10.2
241,19.4,21.4,13.6
242,19.5,20.6,14.9
243,19.5,20.8,11.6
244,19.6,19.8,3.4
245,19.7,20.5,17.3
246,19.8,20.3,10.6
247,19.8,20.5,12.2
248,19.9,20.9,20.9
249,20.1,20.3,3.6
250,20.1,20.9,14.7
251,20.1,20.6,4.2
252,20.2,21.2,7.1
253,20.2,21.3,6.1
254,20.2,20.7,2.0
255,20.2,20.5,6.5
256,20.3,20.5,1.0
257,20.3,20.6,5.5
258,20.3,22.2,19.7
259,20.5,24.0,19.9
260,20.5,21.1,6.6
261,20.6,22.5,31.7
262,20.6,22.4,30.3
263,20.7,21.0,5.3
264,20.8,21.0,1.0
265,20.8,21.0,1.5
266,20.8,21.0,2.0
267,20.9,24.0,30.2
268,20.9,21.7,12.0
269,21.0,23.0,30.1
270,21.0,22.8,24.8
271,21.1,22.1,14.9
272,21.1,21.7,8.7
273,21.1,22.1,12.8
274,21.2,21.5,3.2
275,21.2,21.8,9.2
276,21.3,22.5,11.0
277,21.3,22.4,15.9
278,21.3,24.0,38.5
279,21.5,22.8,17.6
280,21.7,22.2,10.4
281,21.9,23.5,29.6
282,22.0,24.0,20.4
283,22.0,23.5,26.9
284,22.1,22.8,10.9
285,22.2,22.8,8.9
286,22.2,22.9,10.0
287,22.4,22.7,2.3
288,22.5,24.0,30.5
289,22.9,23.4,8.7
290,23.0,23.5,8.5
291,23.0,23.6,1.0
292,23.0,24.0,17.0
293,23.0,24.0,21.0
294,23.0,24.0,15.1
295,23.0,24.0,19.4
296,23.0,23.4,6.4
297,23.0,24.0,10.1
298,23.0,24.0,21.7
299,23.0,24.0,13.5
300,23.0,24.0,13.9
