index,arrival_time,departure_time,required_energy
1,0.2,8.1,32.0
2,0.5,2.8,28.6
3,0.5,0.9,6.6
4,0.8,9.4,39.6
5,1.0,9.2,41.6
6,1.1,3.8,39.5
7,1.2,1.4,1.5
8,1.3,7.4,33.6
9,1.4,1.7,6.0
10,2.0,6.3,22.7
11,2.1,5.4,52.5
12,2.2,2.6,6.2
13,2.4,5.2,28.3
14,2.5,4.6,28.0
15,3.1,4.5,16.2
16,3.2,6.7,51.9
17,3.3,4.5,22.1
18,3.6,9.8,32.9
19,3.6,5.4,16.3
20,4.0,5.5,16.8
21,4.1,11.0,24.6
22,4.7,7.9,43.0
23,5.5,11.0,37.7
24,6.2,7.5,21.6
25,6.2,6.4,4.0
26,6.4,8.2,25.0
27,6.7,7.4,6.7
28,7.0,7.7,2.5
29,7.0,7.3,6.5
30,7.5,7.7,3.3
31,8.2,15.7,42.9
32,8.5,9.0,5.1
33,8.5,8.8,1.0
34,8.8,10.3,27.3
35,8.9,9.4,5.8
36,8.9,9.7,7.0
37,9.0,9.2,3.6
38,9.2,13.7,36.6
39,9.2,9.9,4.7
40,9.3,10.1,14.6
41,9.3,11.2,29.1
42,9.3,9.8,8.6
43,9.4,10.5,17.4
44,9.5,10.9,22.2
45,9.6,10.7,24.1
46,9.7,10.2,4.4
47,9.8,17.1,37.1
48,9.9,11.0,9.1
49,10.1,10.6,9.7
50,10.4,11.7,25.9
51,10.5,12.3,30.4
52,10.6,11.9,23.3
53,10.6,12.3,26.0
54,10.8,11.1,2.9
55,10.8,12.2,22.5
56,10.9,12.2,19.5
57,10.9,11.3,8.2
58,10.9,12.1,18.5
59,11.0,12.3,10.8
60,11.1,11.6,10.4
61,11.3,11.5,3.8
62,11.3,13.6,28.7
63,11.3,12.0,3.3
64,11.4,12.0,9.0
65,11.4,16.3,46.5
66,11.4,19.3,13.6
67,11.5,13.2,28.3
68,11.5,13.4,37.9
69,11.5,13.1,17.5
70,11.6,12.9,28.5
71,11.9,14.2,22.8
72,12.0,12.5,5.0
73,12.0,12.3,1.0
74,12.2,13.4,24.9
75,12.2,12.7,8.7
76,12.2,13.4,10.5
77,12.2,13.6,15.8
78,12.3,13.2,14.1
79,12.5,13.2,6.4
80,12.5,15.7,29.3
81,12.6,13.8,12.3
82,12.9,14.1,15.7
83,13.0,14.4,27.2
84,13.0,13.8,8.6
85,13.0,13.4,7.5
86,13.0,14.4,15.7
87,13.1,20.0,45.0
88,13.2,13.9,6.1
89,13.2,14.8,28.5
90,13.2,14.3,15.2
91,13.2,14.8,30.6
92,13.3,13.8,10.0
93,13.4,16.0,53.0
94,13.4,14.0,6.3
95,13.6,14.4,12.6
96,13.6,14.9,18.3
97,13.9,15.1,21.9
98,14.0,16.1,44.1
99,14.2,14.6,5.0
100,14.5,14.7,3.5
101,14.6,15.4,15.7
102,14.7,16.4,32.2
103,14.8,15.0,3.8
104,14.8,15.5,12.0
105,14.8,16.2,17.2
106,14.8,16.5,32.3
107,14.9,15.8,14.1
108,14.9,15.3,8.7
109,14.9,16.7,36.6
110,14.9,15.6,11.7
111,15.2,15.8,13.0
112,15.2,15.6,7.0
113,15.2,15.7,10.3
114,15.2,16.4,22.1
115,15.3,15.7,8.3
116,15.4,16.3,18.4
117,15.4,17.0,26.0
118,15.4,17.5,37.5
119,15.5,16.7,21.9
120,15.5,16.1,8.9
121,15.6,16.0,6.2
122,15.7,16.7,21.4
123,15.8,24.0,34.7
124,16.1,16.8,6.1
125,16.2,17.7,25.9
126,16.2,16.9,14.6
127,16.2,17.2,17.1
128,16.2,17.2,18.0
129,16.4,18.1,16.1
130,16.5,18.0,23.1
131,16.5,16.9,5.2
132,16.6,18.0,25.0
133,16.7,17.6,14.8
134,16.7,18.5,28.9
135,16.7,17.3,10.5
136,16.7,16.9,4.2
137,16.9,18.4,14.3
138,16.9,17.3,7.4
139,17.0,18.3,25.7
140,17.3,17.6,5.7
141,17.4,19.0,23.2
142,17.5,17.9,5.4
143,17.6,17.9,5.1
144,17.7,18.7,13.4
145,17.8,18.0,1.0
146,17.9,20.6,22.5
147,17.9,18.2,6.1
148,18.1,18.4,3.7
149,18.2,18.5,1.5
150,18.4,19.6,15.5
151,18.5,19.6,9.6
152,18.5,19.1,7.0
153,18.6,19.5,14.6
154,18.6,19.5,16.9
155,18.8,21.6,60.5
156,18.8,19.3,7.2
157,18.9,19.3,5.8
158,19.1,20.1,12.1
159,19.3,20.6,27.7
160,19.4,19.6,3.2
161,19.4,21.0,23.2
162,19.5,21.7,32.6
163,19.5,19.7,2.5
164,19.5,24.0,45.1
165,19.5,20.6,15.3
166,19.6,20.9,23.7
167,19.7,20.2,8.0
168,19.8,24.0,20.9
169,19.8,20.9,10.5
170,20.0,20.5,8.3
171,20.1,21.0,17.0
172,20.2,21.3,10.6
173,20.2,20.3,1.0
174,20.2,20.5,1.0
175,20.3,20.9,7.9
176,20.4,24.0,27.1
177,20.4,20.6,2.7
178,20.7,21.9,24.8
179,20.7,22.0,13.1
180,20.9,21.5,8.5
181,21.0,21.5,1.0
182,21.1,21.8,8.1
183,21.2,21.8,10.8
184,21.3,21.5,2.4
185,21.3,24.0,59.2
186,21.6,22.0,2.1
187,21.9,23.2,24.3
188,22.1,23.0,17.7
189,22.2,23.1,17.1
190,22.2,22.9,9.3
191,22.2,23.4,9.3
192,22.3,24.0,33.0
193,22.3,22.7,6.0
194,23.0,23.3,5.7
195,23.0,23.3,1.6
196,23.0,23.9,15.9
197,23.0,23.4,6.3
198,23.0,24.0,17.2
199,23.0,24.0,17.5
200,23.0,24.0,7.1
