index,arrival_time,departure_time,required_energy
1,0.0,0.9,13.9
2,0.0,8.2,26.9
3,0.2,1.8,31.7
4,0.8,1.5,15.0
5,1.9,6.4,36.8
6,2.4,2.7,3.0
7,2.6,3.7,13.5
8,3.1,7.0,49.7
9,3.3,3.5,3.4
10,3.9,9.1,34.0
11,4.0,7.8,25.3
12,4.5,5.5,18.0
13,4.6,5.0,8.6
14,5.2,7.1,17.4
15,5.4,5.6,1.0
16,5.8,6.0,4.2
17,5.9,6.8,15.3
18,6.5,7.0,10.6
19,6.9,13.1,47.1
20,6.9,7.3,6.2
21,7.3,8.1,11.7
22,7.4,9.7,41.2
23,7.4,7.6,2.9
24,8.1,9.8,26.2
25,8.2,8.6,5.4
26,8.2,10.9,35.7
27,8.3,8.8,6.4
28,8.4,9.6,16.9
29,8.4,8.6,3.3
30,8.7,9.9,25.3
31,8.8,9.3,5.6
32,9.1,10.5,24.1
33,9.2,10.3,14.7
34,9.2,9.3,1.0
35,9.5,14.1,31.5
36,9.5,10.0,1.0
37,9.7,11.0,20.5
38,9.7,11.0,28.6
39,9.8,10.3,8.8
40,10.0,10.6,10.5
41,10.1,10.7,13.0
42,10.1,10.4,5.7
43,10.2,11.7,28.0
44,10.3,10.8,8.3
45,10.3,11.5,14.7
46,10.5,11.1,9.5
47,10.5,12.0,10.3
48,10.6,10.8,4.4
49,10.8,11.5,11.6
50,10.9,11.3,8.5
51,10.9,12.1,7.1
52,11.1,14.0,20.6
53,11.1,11.8,11.3
54,11.1,12.3,17.6
55,11.1,11.7,8.9
56,11.1,14.9,36.1
57,11.1,11.4,4.2
58,11.2,13.3,37.3
59,11.2,11.9,11.2
60,11.4,11.9,10.7
61,11.5,12.9,20.4
62,11.5,12.0,8.4
63,11.6,12.9,26.4
64,11.6,12.4,16.2
65,11.7,12.7,16.2
66,11.7,12.7,19.6
67,11.7,12.5,10.7
68,11.8,12.3,9.6
69,11.9,12.7,9.2
70,12.0,14.8,37.7
71,12.0,13.8,23.5
72,12.1,12.8,12.5
73,12.1,12.3,3.1
74,12.2,13.0,11.8
75,12.3,13.7,20.3
76,12.4,13.3,18.3
77,12.5,15.7,28.4
78,12.6,14.0,19.5
79,12.6,14.4,16.9
80,12.7,13.1,7.2
81,12.9,14.2,14.9
82,13.4,14.1,13.1
83,13.4,13.8,7.3
84,13.4,14.4,18.8
85,13.5,14.3,16.4
86,13.5,15.9,35.0
87,13.5,14.0,8.5
88,13.6,15.5,17.7
89,13.7,14.0,4.7
90,13.8,14.0,3.5
91,13.9,15.2,22.7
92,14.1,14.3,2.5
93,14.3,14.8,8.1
94,14.3,15.7,27.5
95,14.5,14.8,5.2
96,14.6,23.1,51.5
97,14.6,15.2,13.1
98,14.7,15.8,17.5
99,14.9,16.0,7.2
100,14.9,15.7,12.3
101,14.9,16.7,13.3
102,15.1,15.2,1.2
103,15.2,16.1,8.3
104,15.3,16.1,14.7
105,15.3,17.0,9.5
106,15.4,16.0,7.7
107,15.5,16.6,22.0
108,15.5,20.7,40.5
109,15.6,16.3,14.6
110,15.6,17.5,38.1
111,15.7,16.4,5.5
112,15.7,17.4,5.8
113,15.8,16.8,13.9
114,15.8,18.0,41.2
115,15.9,19.7,21.7
116,16.0,16.4,3.1
117,16.0,16.4,8.4
118,16.1,16.5,4.4
119,16.2,16.8,10.9
120,16.3,16.8,8.0
121,16.4,18.0,34.1
122,16.6,17.6,6.2
123,16.6,17.2,9.9
124,16.7,16.9,3.2
125,16.8,17.4,11.4
126,16.8,17.3,6.1
127,17.0,18.7,36.9
128,17.1,17.3,2.6
129,17.3,17.6,6.0
130,17.4,21.7,18.2
131,17.4,17.9,10.3
132,17.7,18.3,11.9
133,17.8,19.4,26.0
134,17.9,18.1,2.1
135,18.0,18.5,10.1
136,18.1,18.5,7.8
137,18.1,18.5,7.2
138,18.5,19.6,23.2
139,18.5,19.9,24.7
140,18.6,19.7,13.5
141,18.7,20.1,19.6
142,18.8,21.0,34.0
143,18.9,20.9,34.2
144,19.1,20.4,22.8
145,19.2,19.6,7.2
146,19.3,19.7,8.3
147,19.3,19.6,5.9
148,19.3,20.6,26.3
149,19.3,20.4,19.3
150,19.5,20.0,6.8
151,19.6,20.0,3.4
152,19.8,20.1,4.6
153,19.8,20.1,5.2
154,19.9,20.4,8.1
155,19.9,20.9,19.5
156,20.3,21.5,24.9
157,20.3,20.8,9.3
158,20.4,22.5,30.8
159,20.5,21.0,1.0
160,20.5,22.8,31.7
161,20.7,22.9,47.2
162,20.7,24.0,12.3
163,20.7,21.1,7.1
164,20.8,21.8,10.3
165,20.9,22.1,18.9
166,21.1,22.8,34.8
167,21.1,22.2,14.7
168,21.5,23.1,31.2
169,21.5,22.0,4.2
170,21.6,23.9,28.3
171,21.7,21.9,3.8
172,21.7,21.9,1.5
173,21.8,23.3,29.6
174,21.8,22.9,13.7
175,22.0,22.3,6.3
176,22.0,22.7,13.7
177,22.0,22.9,10.7
178,22.1,24.0,38.1
179,22.2,24.0,22.6
180,22.2,22.7,6.1
181,22.3,23.1,17.0
182,22.3,22.9,12.9
183,22.4,23.4,10.3
184,22.4,23.3,12.0
185,22.5,22.7,1.0
186,22.7,23.8,22.1
187,22.8,23.0,2.6
188,22.8,24.0,25.0
189,22.8,23.0,3.6
190,23.0,24.0,19.5
191,23.0,23.8,6.8
192,23.0,23.4,7.0
193,23.0,23.8,16.1
194,23.0,23.2,3.4
195,23.0,23.2,4.3
196,23.0,24.0,16.7
197,23.0,24.0,1.0
198,23.0,24.0,15.0
199,23.0,24.0,12.3
200,23.0,23.5,7.5
