index,arrival_time,departure_time,required_energy
1,0.0,0.4,8.2
2,0.5,1.6,15.3
3,0.8,2.0,11.4
4,0.9,2.4,24.7
5,1.3,2.7,25.1
6,1.5,1.8,3.5
7,1.7,7.0,26.5
8,1.9,11.6,33.2
9,2.7,5.8,22.9
10,2.8,4.5,31.1
11,3.7,4.4,12.9
12,4.2,5.0,1.9
13,4.2,5.3,17.4
14,5.9,7.1,23.3
15,6.1,6.6,4.0
16,6.4,7.4,11.5
17,6.5,7.0,10.5
18,6.6,7.5,17.5
19,6.8,7.9,16.3
20,7.1,7.8,8.4
21,7.2,7.5,4.9
22,7.4,7.9,3.6
23,7.6,17.7,25.5
24,7.9,8.7,15.1
25,8.4,9.8,9.1
26,8.9,9.4,1.8
27,9.3,14.4,48.2
28,9.3,9.7,8.7
29,9.4,18.4,22.9
30,9.5,15.0,51.2
31,9.5,10.3,17.3
32,9.6,10.4,15.3
33,9.7,10.5,15.5
34,9.9,10.5,8.7
35,10.1,13.0,49.1
36,10.2,11.9,33.3
37,10.3,10.7,5.6
38,10.3,11.5,21.8
39,10.4,12.1,25.1
40,10.5,11.1,12.2
41,10.5,12.7,39.6
42,10.5,10.9,5.8
43,10.6,11.1,7.5
44,10.7,12.6,16.3
45,10.7,11.2,9.8
46,10.8,11.5,9.6
47,10.8,11.6,8.9
48,11.1,11.5,7.6
49,11.3,12.2,13.3
50,11.4,12.5,11.6
51,11.4,11.8,1.8
52,11.4,12.4,20.1
53,11.6,11.8,2.9
54,11.6,12.1,8.7
55,11.6,12.4,16.1
56,11.6,12.5,18.5
57,11.6,12.7,14.2
58,11.7,13.4,23.7
59,11.7,12.8,20.5
60,11.9,13.5,18.7
61,11.9,13.4,25.4
62,12.1,12.7,10.2
63,12.1,12.4,2.5
64,12.2,12.5,6.3
65,12.3,13.5,8.0
66,12.4,12.9,4.5
67,12.4,14.5,29.7
68,12.4,13.7,21.0
69,12.6,13.8,9.2
70,12.7,13.0,4.7
71,12.8,13.1,6.3
72,12.9,14.6,26.2
73,13.0,13.2,1.0
74,13.0,13.9,5.8
75,13.0,13.3,6.4
76,13.0,13.6,9.9
77,13.1,13.9,13.0
78,13.1,13.2,1.2
79,13.2,13.6,6.1
80,13.2,14.3,18.4
81,13.3,14.0,7.5
82,13.3,14.7,28.5
83,13.4,13.8,5.4
84,13.6,15.0,30.2
85,13.6,15.2,31.9
86,13.6,15.1,7.7
87,13.7,15.9,21.3
88,13.7,14.3,7.8
89,13.7,14.5,16.9
90,13.9,15.2,18.1
91,14.0,14.4,1.5
92,14.1,15.0,16.7
93,14.1,14.9,13.4
94,14.2,14.9,8.8
95,14.2,15.5,24.9
96,14.2,15.2,11.6
97,14.3,15.0,15.0
98,14.3,15.0,13.4
99,14.3,15.4,20.4
100,14.4,14.8,5.0
101,14.4,15.4,21.2
102,14.5,15.2,9.8
103,14.6,19.8,26.9
104,14.6,15.5,17.7
105,14.7,14.9,3.4
106,14.7,15.3,7.8
107,14.8,15.9,23.0
108,14.8,15.1,6.1
109,14.9,15.5,13.0
110,15.0,15.7,12.5
111,15.0,15.5,6.3
112,15.0,15.6,8.1
113,15.2,16.2,13.4
114,15.2,16.8,30.7
115,15.3,15.8,9.3
116,15.3,16.5,22.9
117,15.4,16.6,19.6
118,15.4,16.5,19.5
119,15.4,16.4,17.9
120,15.5,16.0,10.3
121,15.6,16.2,1.3
122,15.6,22.0,36.9
123,15.7,22.5,41.2
124,15.7,18.7,41.3
125,15.8,16.9,20.0
126,15.9,16.5,10.4
127,16.1,17.3,12.6
128,16.4,16.8,8.7
129,16.4,16.6,1.6
130,16.6,16.8,4.0
131,16.6,18.6,17.9
132,16.6,17.6,21.3
133,16.6,24.0,39.2
134,16.7,17.1,7.9
135,16.8,17.2,8.6
136,16.9,17.9,19.6
137,17.0,17.2,3.9
138,17.0,17.2,1.0
139,17.1,18.7,34.4
140,17.1,17.9,17.5
141,17.2,18.0,15.0
142,17.3,17.8,3.3
143,17.4,18.2,17.6
144,17.4,18.9,31.8
145,17.4,18.1,14.5
146,17.5,18.1,12.1
147,17.7,18.4,6.9
148,17.8,18.2,5.7
149,17.8,18.1,1.9
150,17.9,21.2,18.4
151,18.1,19.4,23.9
152,18.2,18.6,5.5
153,18.2,18.5,1.0
154,18.3,18.8,10.4
155,18.3,18.5,4.1
156,18.4,19.2,10.1
157,18.5,19.1,12.1
158,18.5,19.9,30.6
159,18.7,19.6,14.3
160,18.8,19.8,19.2
161,18.8,19.8,20.4
162,18.9,19.9,19.5
163,19.2,19.6,8.5
164,19.3,20.0,8.1
165,19.4,21.3,25.5
166,19.5,20.4,12.2
167,19.5,21.0,27.8
168,19.5,21.0,18.1
169,19.5,20.5,22.0
170,19.6,21.1,20.7
171,19.8,24.0,44.9
172,20.1,20.6,6.1
173,20.4,24.0,42.2
174,20.5,20.7,4.0
175,20.5,21.6,23.9
176,20.6,21.6,21.1
177,20.6,21.8,21.6
178,20.7,21.4,10.9
179,20.7,23.0,36.5
180,20.8,21.6,6.9
181,21.0,21.3,6.3
182,21.1,21.8,14.7
