index,arrival_time,departure_time,required_energy
1,0.0,3.1,33.0
2,0.0,4.8,25.7
3,0.1,0.8,14.8
4,0.2,1.4,6.4
5,0.3,2.2,40.9
6,0.5,1.2,9.8
7,0.5,1.0,3.1
8,0.7,1.6,11.9
9,0.7,7.5,38.3
10,0.7,1.5,15.8
11,0.9,2.7,36.3
12,0.9,4.1,32.8
13,0.9,1.3,8.1
14,0.9,3.6,47.6
15,0.9,7.7,31.9
16,1.2,2.3,6.7
17,1.4,2.4,20.3
18,1.4,1.8,8.7
19,1.4,4.0,20.9
20,1.7,3.7,41.3
21,2.2,9.2,38.2
22,2.2,10.9,30.1
23,2.2,4.4,36.5
24,2.6,9.7,38.4
25,2.9,3.2,3.7
26,3.2,13.1,37.2
27,3.7,4.0,5.4
28,3.7,8.9,50.5
29,3.8,6.7,42.0
30,4.0,6.1,33.4
31,4.2,7.3,27.3
32,4.2,8.0,40.2
33,4.3,5.2,12.1
34,4.7,7.8,28.6
35,4.7,5.9,25.4
36,5.1,9.0,31.8
37,5.2,5.7,10.2
38,5.5,6.0,10.2
39,5.7,6.9,23.2
40,5.8,7.3,24.5
41,5.8,6.7,19.7
42,6.1,7.6,19.8
43,6.3,9.8,26.0
44,6.4,15.8,16.9
45,6.5,7.3,9.8
46,6.6,8.9,38.6
47,6.7,7.0,6.3
48,6.7,8.0,20.6
49,6.8,7.6,7.8
50,7.1,8.1,19.9
51,7.1,7.8,7.1
52,7.2,8.4,15.7
53,7.6,8.8,20.0
54,7.9,14.7,32.1
55,7.9,8.1,2.1
56,8.1,9.7,22.6
57,8.1,11.0,47.4
58,8.3,9.0,15.2
59,8.5,9.3,14.2
60,8.6,10.3,29.0
61,8.7,9.4,10.5
62,8.7,9.3,10.8
63,8.9,11.9,55.6
64,8.9,9.9,17.8
65,8.9,9.2,2.1
66,8.9,10.7,23.0
67,9.2,9.4,4.3
68,9.2,13.7,16.3
69,9.3,9.5,1.8
70,9.3,9.9,12.2
71,9.3,9.6,5.7
72,9.3,9.6,5.2
73,9.5,10.8,27.2
74,9.5,10.7,20.2
75,9.5,17.5,1.0
76,9.5,9.8,6.0
77,9.6,10.3,11.0
78,9.7,10.2,8.5
79,9.8,10.7,16.6
80,9.8,11.6,31.2
81,9.9,11.6,15.7
82,9.9,10.4,9.7
83,10.0,10.3,4.1
84,10.1,11.3,22.4
85,10.2,10.8,12.6
86,10.2,11.3,13.9
87,10.2,10.5,5.1
88,10.2,11.6,7.1
89,10.3,10.4,1.7
90,10.3,12.2,33.3
91,10.5,11.0,7.0
92,10.5,11.0,7.0
93,10.5,12.5,30.0
94,10.5,12.3,24.9
95,10.6,11.1,11.0
96,10.6,12.7,44.7
97,10.7,12.4,17.4
98,10.7,12.1,27.5
99,10.7,12.1,30.1
100,10.8,12.8,26.1
101,10.8,12.1,6.5
102,10.8,11.5,10.5
103,10.9,12.3,16.3
104,10.9,11.3,7.5
105,10.9,11.7,9.8
106,11.0,12.1,15.1
107,11.0,12.1,17.1
108,11.0,11.9,17.2
109,11.1,11.2,1.0
110,11.2,12.4,19.6
111,11.2,12.9,24.4
112,11.2,12.9,21.0
113,11.3,12.3,15.4
114,11.3,11.8,6.7
115,11.3,12.9,28.4
116,11.3,11.9,3.0
117,11.3,13.4,27.5
118,11.3,11.6,2.3
119,11.3,12.9,17.9
120,11.4,11.7,6.3
121,11.4,12.3,14.5
122,11.4,11.7,3.1
123,11.6,12.7,22.3
124,11.6,13.3,18.6
125,11.6,13.4,38.3
126,11.7,15.6,20.9
127,11.7,12.4,9.1
128,11.7,12.6,13.6
129,11.7,18.6,23.3
130,11.8,13.9,20.8
131,11.9,13.1,25.1
132,11.9,12.6,5.8
133,11.9,13.5,27.6
134,11.9,14.1,28.6
135,11.9,13.1,17.0
136,11.9,13.5,29.5
137,12.0,12.3,6.3
138,12.0,12.4,7.5
139,12.1,12.9,12.7
140,12.1,16.6,24.4
141,12.1,12.6,3.9
142,12.2,13.0,8.5
143,12.2,12.8,11.0
144,12.2,12.9,11.0
145,12.2,12.6,3.3
146,12.2,12.5,6.5
147,12.3,12.7,8.6
148,12.3,14.0,25.9
149,12.3,12.7,8.4
150,12.3,12.5,2.8
151,12.3,13.4,17.8
152,12.4,13.0,8.0
153,12.5,13.9,18.1
154,12.5,13.9,8.7
155,12.5,13.3,9.9
156,12.5,13.4,19.7
157,12.5,13.6,18.1
158,12.6,13.3,13.7
159,12.7,12.9,3.9
160,12.7,16.8,22.6
161,12.7,13.8,7.7
162,12.7,14.4,36.1
163,12.8,14.2,23.5
164,12.8,13.4,9.3
165,12.8,14.2,26.5
166,13.0,13.6,12.5
167,13.0,13.4,8.5
168,13.0,14.1,19.2
169,13.0,13.7,12.6
170,13.1,14.9,30.9
171,13.1,14.4,22.9
172,13.1,13.6,9.2
173,13.2,14.2,18.1
174,13.2,13.5,6.4
175,13.3,13.6,5.3
176,13.3,14.5,25.5
177,13.3,14.1,14.1
178,13.4,14.6,25.5
179,13.4,13.8,6.7
180,13.4,14.0,5.5
181,13.4,14.1,7.4
182,13.4,14.3,15.8
183,13.5,14.5,3.8
184,13.5,14.8,24.5
185,13.5,13.9,5.3
186,13.5,14.2,8.2
187,13.5,14.5,20.1
188,13.5,14.4,11.1
189,13.5,14.9,23.1
190,13.6,14.1,5.9
