index,arrival_time,departure_time,required_energy
1,0.8,7.7,26.0
2,1.0,2.9,34.9
3,1.1,9.4,38.0
4,1.5,7.8,41.5
5,1.5,2.8,18.0
6,1.6,6.4,29.8
7,2.0,11.9,28.0
8,2.8,5.8,36.2
9,2.8,5.6,40.5
10,3.3,5.1,13.8
11,3.4,3.6,2.4
12,3.7,6.3,40.9
13,3.7,4.3,11.0
14,4.5,12.6,44.7
15,4.5,4.8,4.7
16,4.7,10.6,30.4
17,5.0,6.4,27.1
18,5.2,5.8,6.9
19,5.6,6.5,18.2
20,6.0,14.7,22.0
21,6.0,6.7,8.3
22,6.4,8.2,19.2
23,6.5,8.2,29.6
24,6.5,7.8,13.2
25,6.7,8.0,20.0
26,6.8,8.1,23.5
27,7.1,8.0,18.6
28,7.5,8.3,5.7
29,7.7,7.9,1.6
30,8.5,9.0,7.2
31,8.6,9.8,23.2
32,8.9,9.6,11.7
33,8.9,12.5,39.7
34,9.0,11.4,35.9
35,9.2,10.5,15.5
36,9.6,15.4,58.8
37,9.6,11.0,22.7
38,9.6,11.0,14.2
39,9.7,11.3,14.7
40,9.7,10.9,23.4
41,9.7,11.7,29.9
42,9.8,10.9,21.5
43,9.9,15.2,34.1
44,10.0,10.6,7.7
45,10.1,11.5,29.2
46,10.3,10.7,7.6
47,10.4,10.9,9.4
48,10.4,15.8,22.1
49,10.4,11.2,15.6
50,10.5,10.8,4.0
51,10.6,12.1,24.7
52,10.6,11.1,11.0
53,10.6,11.0,8.3
54,10.7,12.6,26.2
55,10.8,17.0,37.6
56,10.8,11.2,2.6
57,10.9,11.5,3.7
58,11.1,12.8,28.6
59,11.2,12.3,19.8
60,11.3,12.4,18.8
61,11.3,12.3,14.0
62,11.3,12.1,9.3
63,11.4,12.8,10.6
64,11.7,11.9,4.3
65,11.8,12.7,17.2
66,11.9,12.7,15.3
67,11.9,12.3,5.0
68,12.1,12.7,6.8
69,12.1,13.5,23.7
70,12.3,12.8,10.6
71,12.3,13.2,16.1
72,12.4,18.4,49.9
73,12.4,13.1,14.0
74,12.4,13.0,4.5
75,12.5,13.0,7.6
76,12.6,14.9,22.4
77,12.7,13.7,16.5
78,12.9,13.0,1.0
79,13.0,14.5,25.0
80,13.0,13.4,4.5
81,13.1,13.6,4.6
82,13.1,14.4,22.5
83,13.1,13.8,8.3
84,13.1,15.5,32.1
85,13.2,13.6,7.3
86,13.2,15.0,25.4
87,13.2,14.2,21.4
88,13.2,15.8,40.0
89,13.3,14.2,14.5
90,13.3,14.3,18.8
91,13.5,14.2,7.0
