index,arrival_time,departure_time,required_energy
1,0.0,1.2,22.0
2,0.6,2.1,25.9
3,0.7,2.1,7.2
4,1.1,2.2,8.6
5,1.2,14.0,27.5
6,2.1,4.3,42.8
7,2.1,9.2,39.5
8,2.8,10.0,39.7
9,3.4,4.6,25.6
10,4.1,9.0,52.2
11,4.6,7.6,16.5
12,4.6,5.8,12.5
13,4.7,5.5,16.8
14,4.8,9.7,49.2
15,7.2,7.9,10.8
16,7.6,8.1,11.0
17,7.9,9.2,25.4
18,8.2,9.5,23.7
19,8.4,8.8,3.6
20,9.1,10.6,23.3
21,9.7,10.0,4.1
22,9.8,11.3,25.1
23,9.9,10.4,7.1
24,10.0,10.4,4.5
25,10.0,10.2,1.0
26,10.3,12.0,26.3
27,10.8,12.3,26.0
28,11.0,12.0,15.3
29,11.1,11.9,14.0
30,11.2,11.6,7.2
31,11.3,12.9,27.5
32,11.4,11.6,3.7
33,11.5,11.8,2.9
34,11.8,12.6,6.4
35,12.0,13.1,13.5
36,12.0,13.5,23.7
37,12.1,12.3,2.1
38,12.3,14.0,26.0
39,12.3,13.8,13.1
40,12.5,13.6,20.1
41,12.9,13.4,3.8
42,13.0,13.3,2.1
43,13.0,14.9,12.7
44,13.2,13.4,1.0
45,13.3,15.3,28.8
46,13.3,15.3,15.7
47,13.4,14.8,26.2
48,13.7,14.0,3.7
49,13.7,14.9,26.2
50,13.8,14.4,12.4
51,13.9,15.3,22.9
52,13.9,14.2,4.6
53,14.2,14.9,6.7
54,14.3,15.9,21.9
55,14.4,17.8,46.2
56,14.4,14.6,3.6
57,14.9,15.4,4.8
58,15.0,16.5,18.4
59,15.1,16.9,22.5
60,15.2,16.9,33.9
61,15.5,16.3,10.2
62,15.9,16.8,15.0
63,15.9,17.0,8.6
64,16.3,16.5,1.0
65,17.1,17.6,9.7
66,17.1,18.3,25.9
67,17.2,17.7,9.3
68,17.5,18.9,1.0
69,17.6,22.0,29.3
70,17.8,18.3,6.0
71,17.8,18.9,15.6
72,18.0,19.7,32.9
73,18.4,19.0,9.6
74,18.7,20.2,20.6
75,18.8,24.0,54.6
76,18.9,19.9,20.4
77,18.9,19.6,12.0
78,19.0,22.6,58.7
79,19.1,19.9,9.8
80,19.1,19.5,6.5
81,19.2,19.4,4.0
82,19.6,20.7,10.8
83,19.6,20.0,7.5
84,19.7,19.8,1.0
85,19.7,21.0,17.7
86,20.0,20.2,1.0
87,20.2,23.3,31.5
88,20.2,21.4,20.4
89,20.2,20.8,9.6
90,20.5,20.7,1.0
91,20.7,22.0,14.8
92,20.8,21.7,11.6
93,20.9,21.7,10.3
94,21.0,21.8,9.9
95,21.0,21.8,8.1
96,21.5,23.1,28.1
97,21.5,23.7,46.0
98,21.7,23.2,30.2
99,21.7,22.2,6.8
100,23.0,23.2,4.0
