index,arrival_time,departure_time,required_energy
1,0.0,2.2,30.3
2,0.9,2.1,15.4
3,3.3,3.7,3.5
4,4.1,9.0,28.5
5,4.6,6.5,36.0
6,6.6,6.9,2.9
7,9.5,14.0,30.2
8,9.9,10.9,17.6
9,10.0,11.3,25.4
10,10.5,16.4,42.3
11,10.8,20.2,24.5
12,11.1,11.9,16.1
13,11.2,11.4,1.0
14,11.9,12.6,9.2
15,12.1,13.0,17.7
16,12.1,13.0,13.0
17,12.3,13.4,20.4
18,12.7,12.9,3.1
19,12.9,13.5,7.4
20,12.9,14.5,25.6
21,13.2,14.6,17.3
22,13.4,14.3,18.7
23,13.5,15.5,22.6
24,14.0,14.8,10.9
25,14.1,15.9,12.5
26,14.4,15.5,16.6
27,14.8,15.9,22.0
28,14.8,15.2,4.6
29,15.0,16.0,19.8
30,15.1,16.2,20.5
31,15.1,16.2,9.2
32,15.3,15.8,8.8
33,15.3,15.7,1.0
34,16.3,16.8,10.1
35,16.8,20.3,17.5
36,17.1,21.0,59.4
37,17.2,17.8,7.9
38,17.3,17.9,9.0
39,18.1,18.5,7.2
40,18.2,19.1,16.7
41,18.2,18.9,12.9
42,18.8,19.3,6.7
43,19.4,21.3,20.2
44,20.2,21.8,24.4
45,20.7,21.2,7.9
46,21.2,21.8,10.7
47,21.3,24.0,31.0
48,21.8,22.1,3.2
49,22.8,23.0,3.4
50,23.0,24.0,20.4
