index,arrival_time,departure_time,required_energy
1,0.0,6.4,37.5
2,0.2,0.8,12.7
3,0.3,1.1,1.0
4,0.5,2.1,17.6
5,1.0,10.4,53.4
6,2.4,6.1,31.6
7,3.2,3.5,3.7
8,3.3,6.1,43.5
9,4.1,6.3,8.4
10,4.2,5.1,14.5
11,4.6,5.0,6.3
12,5.5,5.9,6.3
13,6.7,7.9,26.0
14,7.5,8.1,8.1
15,7.8,12.0,58.2
16,7.8,8.3,10.3
17,7.9,8.7,17.3
18,7.9,9.0,10.9
19,8.1,8.7,9.1
20,8.3,8.9,11.3
21,8.4,8.9,9.5
22,8.4,12.2,9.1
23,9.4,11.7,43.6
24,9.7,10.5,15.4
25,9.7,12.6,30.6
26,9.7,11.0,20.4
27,10.4,11.2,12.1
28,10.5,11.3,10.7
29,10.6,11.1,8.3
30,10.8,11.5,13.8
31,10.9,12.0,22.7
32,11.0,12.2,24.3
33,11.2,11.6,7.6
34,11.2,12.2,11.7
35,11.3,12.0,14.1
36,11.5,12.3,16.9
37,11.6,12.6,17.1
38,11.7,12.2,10.0
39,11.7,13.3,25.4
40,11.9,13.8,21.2
41,12.0,12.3,6.2
42,12.0,14.1,17.6
43,12.1,12.7,12.1
44,12.1,13.5,24.6
45,12.6,13.2,5.1
46,12.7,13.9,22.2
47,13.4,15.0,17.7
48,13.4,14.7,25.9
49,13.6,13.7,1.0
50,13.7,15.7,15.0
51,13.8,14.6,3.2
52,13.9,15.0,12.8
53,14.0,14.5,10.3
54,14.4,16.2,37.1
55,14.4,16.1,21.5
56,14.4,14.8,7.1
57,14.5,15.1,6.1
58,14.6,15.3,14.4
59,15.0,16.3,24.4
60,15.2,16.5,25.0
61,15.3,16.0,10.3
62,15.4,16.3,17.4
63,15.5,16.3,16.3
64,15.6,16.3,7.7
65,15.6,16.0,2.0
66,15.7,16.3,10.7
67,15.7,15.9,4.3
68,15.7,16.3,10.8
69,16.2,17.6,20.9
70,16.3,17.6,24.8
71,16.3,18.1,30.9
72,16.4,18.0,28.6
73,16.5,17.7,22.7
74,16.6,17.1,10.3
75,16.7,17.6,10.4
76,17.0,18.1,9.5
77,17.1,17.8,12.6
78,17.3,19.4,25.0
79,17.4,18.4,18.4
80,17.6,18.9,10.1
81,17.7,18.2,5.0
82,18.8,19.6,13.3
83,18.9,20.1,2.9
84,19.0,19.9,15.4
85,19.7,20.3,10.5
86,20.0,20.3,6.0
87,20.0,22.3,10.2
88,20.0,24.0,39.4
89,20.7,22.9,32.8
90,20.9,21.8,16.0
91,20.9,22.0,13.6
92,21.0,21.8,7.3
93,21.1,21.4,1.8
94,21.5,21.9,4.6
95,21.6,22.2,10.6
96,21.8,22.4,8.2
97,22.1,22.6,9.2
98,23.0,23.9,18.7
99,23.0,23.9,14.8
100,23.0,23.7,11.5
