index,arrival_time,departure_time,required_energy
1,0.0,1.5,26.5
2,0.0,2.4,25.6
3,0.0,3.1,41.4
4,0.2,0.5,6.4
5,0.2,0.5,3.1
6,0.5,8.3,37.6
7,0.5,2.0,27.2
8,0.5,7.6,27.9
9,0.7,11.8,39.6
10,0.8,8.1,27.9
11,0.8,7.0,31.6
12,0.8,1.1,3.2
13,0.8,5.4,34.0
14,0.8,8.9,29.3
15,0.9,8.0,25.1
16,1.0,10.3,19.7
17,1.4,8.6,37.1
18,1.4,2.3,11.5
19,1.5,9.4,34.8
20,2.0,5.1,32.0
21,2.1,7.4,21.7
22,2.3,8.9,30.8
23,2.5,10.3,38.5
24,2.6,3.2,6.0
25,2.8,4.1,26.6
26,2.9,12.7,30.6
27,3.0,4.6,26.0
28,3.3,7.2,38.5
29,3.5,5.1,31.4
30,3.7,7.3,33.3
31,3.9,7.0,36.7
32,4.1,4.3,1.0
33,4.3,4.6,2.4
34,4.6,6.0,22.7
35,4.9,5.6,13.4
36,5.1,6.0,14.4
37,5.4,7.3,38.6
38,5.5,6.6,23.1
39,5.6,7.4,25.0
40,5.7,6.3,9.3
41,5.7,12.3,30.7
42,5.8,7.0,26.1
43,5.9,6.6,14.8
44,6.1,6.4,1.0
45,6.1,7.7,27.5
46,6.1,6.5,7.3
47,6.2,6.4,2.0
48,6.5,12.0,15.3
49,6.6,8.0,23.0
50,6.8,7.3,8.6
51,7.1,8.2,23.7
52,7.6,8.0,8.1
53,7.6,8.7,20.2
54,7.6,8.3,13.6
55,7.7,8.9,16.8
56,7.7,8.7,12.3
57,7.8,9.3,28.3
58,7.9,9.5,22.9
59,8.0,9.9,20.4
60,8.0,9.4,29.3
61,8.2,8.7,6.3
62,8.5,10.6,37.7
63,8.5,11.9,22.5
64,8.6,8.9,5.3
65,8.6,9.3,14.9
66,8.7,9.3,4.7
67,8.8,11.0,34.2
68,8.9,10.8,39.9
69,8.9,12.2,14.2
70,8.9,9.2,1.2
71,9.1,10.0,18.4
72,9.1,10.8,36.9
73,9.1,10.2,21.0
74,9.1,9.5,7.8
75,9.2,10.7,22.3
76,9.2,10.1,14.9
77,9.2,9.6,7.8
78,9.3,11.4,34.6
79,9.3,9.8,10.8
80,9.4,10.1,13.7
81,9.5,11.1,23.1
82,9.6,10.2,10.3
83,9.6,10.0,4.8
84,9.7,10.6,18.7
85,9.7,10.9,24.1
86,9.8,10.7,10.4
87,9.8,11.9,11.3
88,9.8,11.0,19.8
89,9.9,10.3,6.3
90,9.9,10.5,10.2
91,9.9,11.3,22.6
92,9.9,13.2,26.5
93,10.1,11.1,19.5
94,10.1,13.4,25.3
95,10.1,10.2,1.0
96,10.2,12.0,30.4
97,10.2,10.5,5.6
98,10.3,10.4,1.0
99,10.3,11.6,25.2
100,10.3,10.5,3.5
101,10.4,11.9,29.9
102,10.4,11.3,10.3
103,10.4,11.0,8.9
104,10.4,11.0,4.0
105,10.5,11.7,14.6
106,10.5,10.7,1.0
107,10.6,10.9,5.6
108,10.6,11.0,6.0
109,10.7,11.2,3.4
110,10.8,12.4,11.8
111,10.9,11.2,5.9
112,10.9,12.4,32.1
113,11.0,13.3,42.8
114,11.0,11.5,9.2
115,11.1,11.4,3.0
116,11.1,11.8,15.2
117,11.2,12.4,19.9
118,11.2,11.6,4.8
119,11.2,13.7,22.8
120,11.3,12.5,14.3
121,11.3,12.5,19.7
122,11.3,11.7,6.6
123,11.3,12.1,15.3
124,11.3,12.5,23.7
125,11.4,12.8,30.1
126,11.4,11.8,6.7
127,11.4,12.9,32.7
128,11.4,13.3,38.1
129,11.5,14.5,45.8
130,11.5,12.9,25.8
131,11.5,12.1,13.1
132,11.5,11.8,3.6
133,11.6,12.4,5.3
134,11.6,13.1,27.4
135,11.6,12.4,9.4
136,11.6,12.6,10.2
137,11.6,12.1,8.6
138,11.7,12.4,14.9
139,11.7,12.0,6.0
140,11.7,18.3,11.7
141,11.7,11.9,3.4
142,11.7,13.4,23.6
143,11.8,12.5,9.3
144,11.8,12.5,12.2
145,11.8,12.9,13.9
146,11.9,14.1,13.3
147,11.9,13.3,17.7
148,11.9,12.1,3.4
149,12.0,12.3,4.0
150,12.0,12.8,16.4
151,12.0,12.8,11.3
152,12.1,13.4,20.3
153,12.1,13.2,23.9
154,12.2,13.3,17.2
155,12.3,17.5,22.2
156,12.3,13.3,15.0
157,12.3,14.9,26.5
158,12.3,12.7,4.0
159,12.3,12.8,7.9
160,12.4,12.8,7.5
161,12.4,13.5,20.3
162,12.4,13.8,17.9
163,12.4,13.0,12.0
164,12.4,13.6,26.2
165,12.4,12.8,6.3
166,12.5,12.8,1.1
167,12.5,14.1,24.0
168,12.5,12.8,1.0
169,12.6,13.8,19.5
170,12.6,13.5,15.9
171,12.7,14.3,26.0
172,12.7,13.4,13.5
173,12.7,13.1,3.5
174,12.7,13.8,16.2
175,12.7,13.8,23.9
176,12.7,13.1,1.9
177,12.8,13.5,7.2
178,12.8,13.9,21.8
179,12.8,13.3,6.9
180,12.9,13.8,18.1
181,13.0,14.8,28.1
182,13.0,14.3,12.2
183,13.0,13.9,16.9
184,13.0,13.2,2.0
185,13.1,14.4,19.2
186,13.1,14.7,24.2
187,13.1,13.4,1.3
188,13.1,13.8,14.6
189,13.1,14.8,14.9
190,13.1,13.9,4.7
191,13.2,14.6,19.0
192,13.2,13.9,11.6
193,13.2,13.5,5.0
194,13.2,14.2,7.4
195,13.3,13.5,1.6
196,13.3,14.8,32.9
197,13.3,13.5,1.1
198,13.4,13.7,3.1
199,13.4,14.5,18.8
200,13.5,14.1,12.8
201,13.5,14.1,8.6
202,13.5,14.5,15.0
203,13.6,14.1,4.6
204,13.6,14.5,5.7
205,13.6,16.8,46.5
206,13.7,14.5,10.4
207,13.7,17.3,45.1
208,13.7,18.7,33.6
209,13.7,15.4,29.9
210,13.8,14.4,8.3
211,13.8,15.3,28.9
212,13.8,14.7,19.0
213,13.8,15.4,22.5
214,13.8,14.3,9.1
215,13.9,14.1,4.0
216,13.9,15.2,8.2
217,13.9,15.1,17.6
218,14.0,15.2,22.1
219,14.0,15.7,24.8
220,14.1,14.9,2.9
221,14.1,14.9,13.0
222,14.1,14.7,12.7
223,14.1,14.9,11.9
224,14.1,16.3,30.1
225,14.2,14.7,7.3
226,14.5,16.6,26.3
227,14.6,15.8,12.5
228,14.6,16.0,14.6
229,14.6,15.0,5.3
230,14.6,15.4,15.1
231,14.7,15.2,10.7
232,14.7,15.3,6.1
233,14.7,16.7,35.8
234,14.8,22.2,12.5
235,14.8,15.5,14.2
236,14.9,15.5,9.1
