index,arrival_time,departure_time,required_energy
1,0.0,4.1,38.2
2,0.5,11.9,32.5
3,0.9,6.3,26.3
4,1.2,7.8,39.7
5,1.4,3.0,31.7
6,1.8,2.0,4.3
7,2.3,2.7,6.1
8,2.3,8.3,14.3
9,4.2,5.7,17.6
10,4.7,6.1,19.7
11,5.3,5.8,8.8
12,5.6,6.9,28.5
13,5.9,6.4,4.5
14,7.7,8.5,6.3
15,7.7,8.4,9.6
16,7.8,8.0,4.2
17,7.9,8.3,5.6
18,8.0,8.5,9.6
19,8.6,14.0,61.1
20,8.9,9.5,11.3
21,8.9,9.3,3.6
22,9.5,10.5,20.0
23,9.6,11.5,26.6
24,9.7,10.5,17.4
25,9.9,12.8,19.8
26,9.9,10.7,14.1
27,10.9,12.2,5.3
28,11.2,12.0,14.3
29,11.2,12.9,24.3
30,11.4,12.0,10.7
31,11.4,12.0,11.9
32,11.5,19.4,41.6
33,11.5,11.9,4.4
34,11.7,14.9,32.2
35,12.0,12.6,10.9
36,12.2,13.2,20.8
37,12.3,12.5,4.0
38,12.3,13.6,23.1
39,12.6,13.0,4.0
40,12.7,14.2,16.1
41,12.7,13.1,4.8
42,12.8,13.8,18.7
43,12.8,13.0,1.0
44,13.0,13.9,1.0
45,13.0,14.5,25.8
46,13.1,13.8,14.1
47,13.1,14.1,21.9
48,13.2,13.5,2.5
49,13.3,14.0,8.3
50,13.7,14.1,4.6
51,13.8,17.6,31.0
52,13.9,15.9,26.2
53,13.9,14.3,6.2
54,13.9,15.2,24.8
55,14.0,14.6,8.6
56,14.4,18.6,39.9
57,14.4,17.3,34.0
58,14.5,16.0,24.4
59,14.7,16.4,19.6
60,14.7,15.3,4.8
61,14.9,15.6,11.7
62,15.4,16.1,14.1
63,15.5,16.7,21.5
64,15.5,16.2,6.8
65,15.5,16.1,11.6
66,15.9,16.2,2.1
67,15.9,19.0,25.2
68,16.0,16.3,3.7
69,16.2,16.4,1.6
70,16.3,17.1,15.6
71,16.4,16.7,2.8
72,16.4,17.7,18.0
73,16.9,17.3,1.0
74,16.9,18.5,20.4
75,16.9,17.1,2.9
76,17.4,17.9,8.6
77,17.6,18.1,2.8
78,17.7,18.9,26.1
79,18.0,19.2,2.0
80,18.0,18.8,14.0
81,18.2,19.8,18.7
82,18.2,19.6,23.0
83,18.3,19.1,16.1
84,18.4,19.4,9.8
85,18.9,22.2,38.0
86,18.9,23.1,22.9
87,19.2,19.8,11.0
88,19.4,21.3,41.6
89,19.7,20.0,1.2
90,19.9,20.9,12.2
91,20.0,20.6,6.5
92,20.1,21.3,23.9
93,20.6,21.0,7.6
94,20.6,21.8,18.8
95,21.9,24.0,36.0
96,22.7,23.1,4.1
97,22.8,23.0,1.8
98,23.0,23.4,7.7
99,23.0,24.0,17.4
100,23.0,23.4,8.7
