index,arrival_time,departure_time,required_energy
1,0.0,0.7,14.7
2,0.7,8.8,27.6
3,1.3,8.8,44.4
4,1.3,2.6,7.4
5,1.6,3.6,43.9
6,1.9,3.2,24.9
7,2.8,3.1,6.5
8,4.0,4.9,3.4
9,4.8,6.6,38.0
10,5.0,13.8,64.3
11,5.8,6.4,9.5
12,5.9,7.5,8.4
13,6.3,11.4,57.1
14,6.7,7.6,17.4
15,7.9,8.6,13.0
16,8.6,20.2,30.9
17,8.9,10.3,22.3
18,8.9,18.6,12.2
19,9.0,9.8,13.0
20,9.0,9.4,6.9
21,9.3,12.2,42.5
22,9.3,10.4,19.7
23,9.5,9.7,3.6
24,9.5,10.2,14.4
25,9.6,10.5,5.6
26,9.8,10.0,3.1
27,9.9,11.6,27.7
28,10.3,10.8,5.9
29,10.5,11.6,15.0
30,10.6,12.4,37.5
31,10.9,11.3,1.9
32,10.9,11.6,15.2
33,10.9,11.4,7.0
34,11.1,11.5,7.5
35,11.4,13.5,25.6
36,11.4,12.6,12.6
37,11.7,12.4,12.9
38,11.7,13.6,24.7
39,11.9,16.3,31.4
40,12.2,12.5,5.1
41,12.3,14.1,38.1
42,12.3,13.5,19.7
43,12.4,17.4,27.1
44,12.5,13.3,11.1
45,12.6,13.5,9.3
46,12.7,13.9,22.7
47,12.7,14.7,18.0
48,12.7,14.2,30.8
49,12.9,15.8,35.2
50,13.4,14.6,24.1
51,13.7,14.2,8.0
52,13.7,14.6,11.5
53,13.8,14.6,10.1
54,13.9,14.8,15.5
55,14.3,14.5,3.1
56,14.4,15.7,18.7
57,14.4,15.6,14.6
58,14.5,15.9,17.7
59,15.0,15.4,5.5
60,15.3,16.0,14.4
61,15.3,16.7,11.8
62,15.3,15.5,4.1
63,15.6,16.4,14.6
64,15.6,16.8,24.5
65,15.7,17.0,18.5
66,15.8,16.7,15.1
67,16.1,17.6,13.9
68,16.3,18.6,7.2
69,16.4,16.8,3.3
70,17.2,21.2,34.0
71,17.5,19.1,26.4
72,17.5,19.6,43.0
73,17.6,19.1,26.1
74,18.1,18.9,16.3
75,18.5,19.1,7.3
76,18.9,21.1,32.0
77,18.9,19.5,6.6
78,19.0,19.4,8.7
79,19.1,20.3,22.4
80,19.5,19.9,7.8
81,19.7,20.3,6.8
82,19.9,21.4,22.7
83,20.0,21.0,13.9
84,20.7,21.8,17.6
85,20.8,24.0,26.5
86,21.1,21.8,14.8
87,21.5,21.9,7.8
88,21.5,22.1,11.8
89,21.7,21.9,2.1
90,22.0,22.5,2.6
91,22.1,22.7,6.6
92,22.2,22.7,5.1
93,22.4,22.7,4.4
94,22.4,22.9,1.0
95,22.5,23.9,22.9
96,22.9,23.9,21.7
97,23.0,23.3,4.4
98,23.0,24.0,15.9
99,23.0,23.3,1.0
100,23.0,23.3,3.1
