index,arrival_time,departure_time,required_energy
1,1.5,2.2,7.7
2,4.3,4.7,8.6
3,4.4,6.0,30.3
4,6.7,13.9,35.8
5,7.0,7.2,2.8
6,7.9,12.3,21.4
7,8.3,14.6,30.4
8,8.9,10.1,24.0
9,9.2,9.9,5.9
10,9.7,10.9,14.2
11,9.8,10.7,12.4
12,9.9,10.6,13.4
13,10.1,11.7,23.4
14,10.2,11.3,17.3
15,10.7,13.9,47.2
16,10.8,13.4,37.5
17,10.9,11.3,5.7
18,10.9,11.2,4.9
19,11.2,15.0,51.9
20,11.7,12.0,5.8
21,11.9,12.1,1.3
22,12.7,14.1,23.0
23,12.7,13.2,10.8
24,13.7,14.4,12.8
25,14.3,14.8,8.9
26,14.3,15.0,10.4
27,14.6,15.4,10.6
28,15.4,16.6,18.0
29,15.6,16.1,7.7
30,15.6,16.6,5.2
31,15.7,16.9,17.6
32,16.0,16.9,12.0
33,16.1,17.3,23.1
34,16.5,17.2,12.9
35,16.6,17.6,11.7
36,17.2,17.7,6.3
37,17.4,17.8,5.1
38,17.6,17.9,6.2
39,17.8,18.5,14.5
40,17.8,19.2,18.7
41,18.5,20.2,32.7
42,19.1,19.5,3.2
43,19.1,19.9,17.4
44,20.3,21.2,8.8
45,20.5,24.0,35.4
46,20.7,24.0,25.5
47,20.9,21.6,13.1
48,21.0,24.0,38.2
49,21.6,24.0,32.3
50,23.0,23.5,10.3
