index,arrival_time,departure_time,required_energy
1,0.0,0.2,2.1
2,0.0,10.4,28.1
3,0.0,1.3,24.2
4,0.1,0.7,12.4
5,0.2,0.8,10.0
6,0.7,7.7,33.2
7,1.1,1.7,6.7
8,1.1,1.5,8.5
9,1.3,2.7,22.4
10,1.7,7.7,14.3
11,2.5,4.0,31.8
12,3.0,10.7,31.8
13,4.0,5.6,22.6
14,4.1,4.7,13.0
15,4.5,5.0,9.0
16,4.7,5.9,20.2
17,5.1,5.6,9.6
18,5.4,6.5,16.0
19,5.7,11.9,5.8
20,5.8,7.2,30.3
21,6.0,6.5,10.1
22,6.5,7.4,18.0
23,6.5,6.9,1.0
24,6.8,7.0,1.7
25,7.1,8.3,2.8
26,7.8,8.4,10.0
27,7.8,8.0,1.0
28,7.9,9.6,24.4
29,8.7,9.3,13.1
30,8.8,13.2,10.5
31,9.1,11.5,29.9
32,9.3,10.4,22.3
33,9.5,11.7,31.4
34,9.9,10.3,7.3
35,10.1,11.8,37.4
36,10.1,12.1,17.7
37,10.2,15.3,23.6
38,10.3,12.8,36.2
39,10.3,12.2,29.6
40,10.3,10.7,3.6
41,10.3,10.4,1.8
42,10.7,14.6,33.3
43,10.8,12.3,20.6
44,10.9,19.2,62.1
45,11.0,11.2,4.3
46,11.0,11.3,2.4
47,11.1,12.4,25.0
48,11.2,11.6,8.8
49,11.2,11.3,1.0
50,11.3,12.6,25.9
51,11.5,12.9,24.8
52,11.5,11.7,1.0
53,11.5,17.6,35.9
54,11.6,12.6,10.2
55,11.7,12.7,18.0
56,11.9,13.8,20.5
57,11.9,12.1,1.6
58,11.9,12.8,15.4
59,12.0,13.7,12.3
60,12.0,13.1,22.7
61,12.2,13.0,10.0
62,12.2,13.7,10.3
63,12.2,12.8,9.3
64,12.3,12.6,4.7
65,12.3,13.4,21.7
66,12.4,12.7,6.5
67,12.4,14.2,32.8
68,12.5,13.3,15.7
69,12.5,16.8,55.0
70,12.5,13.3,14.9
71,12.5,13.0,10.3
72,12.6,13.1,3.1
73,12.6,12.9,4.5
74,12.7,17.5,69.7
75,12.7,13.2,5.1
76,12.7,14.5,28.1
77,12.7,16.0,29.7
78,12.9,14.2,24.6
79,12.9,13.6,11.5
80,13.0,13.3,4.7
81,13.0,14.3,17.5
82,13.2,13.6,8.7
83,13.2,13.7,9.7
84,13.4,14.3,15.1
85,13.5,14.5,21.2
86,13.6,13.8,4.3
87,13.9,14.3,1.0
88,13.9,14.2,3.6
89,13.9,15.6,22.1
90,14.0,14.8,16.6
91,14.0,14.4,4.0
92,14.0,14.3,2.8
93,14.0,15.7,22.5
94,14.1,14.2,1.5
95,14.3,14.5,3.3
96,14.3,15.0,10.0
97,14.3,15.6,27.3
98,14.3,14.8,9.8
99,14.5,14.7,1.6
100,14.5,15.5,8.8
101,14.7,15.6,18.0
102,14.8,16.0,24.9
103,14.9,15.7,11.8
104,14.9,15.4,9.3
105,15.1,16.0,17.8
106,15.1,15.4,5.4
107,15.1,16.5,22.4
108,15.1,16.4,26.4
109,15.3,16.2,19.3
110,15.4,16.1,5.2
111,15.5,16.4,18.3
112,15.5,17.2,23.4
113,15.5,15.8,1.0
114,15.6,16.8,2.4
115,15.7,16.3,7.9
116,15.8,17.6,37.3
117,15.9,16.4,8.0
118,15.9,16.4,8.5
119,16.0,17.4,23.1
120,16.1,17.1,16.9
121,16.3,17.9,35.0
122,16.4,17.5,7.0
123,16.4,17.1,9.5
124,16.4,16.6,4.1
125,16.5,16.9,6.3
126,16.6,17.0,6.7
127,16.8,17.0,3.3
128,16.8,18.0,20.7
129,17.0,18.4,22.4
130,17.0,17.6,8.1
131,17.7,18.1,7.2
132,17.8,19.2,23.8
133,18.0,19.2,15.0
134,18.1,19.4,6.8
135,18.1,22.8,30.4
136,18.2,19.9,25.0
137,18.4,18.6,1.2
138,18.5,21.1,44.9
139,18.5,20.0,30.3
140,18.7,22.5,21.9
141,18.7,24.0,27.8
142,18.8,19.3,9.5
143,18.9,19.2,4.1
144,18.9,19.6,7.7
145,18.9,20.2,20.9
146,19.0,19.3,1.0
147,19.1,21.0,17.4
148,19.1,19.8,13.8
149,19.2,19.6,6.1
150,19.2,20.0,10.1
151,19.2,19.7,9.7
152,19.2,19.7,8.8
153,19.5,19.7,3.3
154,19.5,20.5,14.4
155,19.5,20.5,20.3
156,19.6,19.9,5.1
157,19.7,20.1,8.5
158,19.7,22.2,17.7
159,19.7,21.0,18.9
160,19.9,20.7,17.0
161,20.0,20.5,3.7
162,20.1,21.5,13.4
163,20.1,20.5,7.7
164,20.2,21.9,31.2
165,20.2,20.4,2.0
166,20.3,22.9,17.2
167,20.4,21.0,7.0
168,20.6,21.2,12.1
169,20.6,21.1,9.9
170,20.6,21.5,4.5
171,20.6,21.8,24.8
172,20.6,20.8,3.9
173,20.6,20.8,1.3
174,20.7,22.4,27.2
175,20.7,21.3,12.0
176,20.8,21.2,8.4
177,20.8,21.8,13.4
178,20.8,21.5,10.9
179,20.9,23.7,43.7
180,21.6,22.2,7.9
