index,arrival_time,departure_time,required_energy
1,0.0,2.7,39.6
2,0.0,1.8,36.9
3,0.0,1.4,18.4
4,0.3,7.7,44.5
5,0.3,7.0,29.1
6,0.4,10.7,45.6
7,0.4,0.9,7.6
8,0.4,3.1,45.7
9,0.4,4.0,36.4
10,0.6,7.5,34.3
11,0.7,1.7,20.9
12,0.7,7.5,40.9
13,0.8,3.8,30.7
14,0.8,9.3,32.5
15,1.4,1.7,3.2
16,1.6,3.3,35.7
17,1.7,1.9,1.6
18,2.0,2.5,9.3
19,2.0,3.8,30.6
20,2.0,5.2,53.9
21,3.1,4.6,27.9
22,3.3,4.6,24.9
23,3.5,9.7,25.6
24,3.7,6.8,12.8
25,3.8,5.8,22.5
26,4.0,6.0,23.9
27,4.2,5.6,25.2
28,4.3,7.7,31.8
29,4.3,5.8,13.1
30,4.3,4.6,5.2
31,4.4,5.2,16.2
32,4.5,13.3,53.6
33,4.6,8.1,41.1
34,5.1,5.5,7.7
35,5.6,10.5,19.2
36,5.9,6.6,11.7
37,6.0,7.3,27.7
38,6.0,7.1,17.7
39,6.1,6.7,11.3
40,6.2,6.4,2.7
41,6.2,12.2,36.6
42,6.2,7.3,13.2
43,6.3,9.9,34.6
44,6.9,7.1,1.2
45,7.3,7.9,10.5
46,7.4,8.1,14.4
47,7.6,7.8,1.8
48,7.6,9.0,18.6
49,7.7,8.9,19.6
50,8.3,17.7,22.5
51,8.5,16.9,19.5
52,8.5,9.2,12.7
53,8.6,9.9,19.9
54,8.7,9.6,9.5
55,8.9,9.5,10.1
56,8.9,10.0,16.0
57,8.9,9.3,2.3
58,8.9,10.2,18.1
59,9.0,9.7,9.7
60,9.1,9.6,7.6
61,9.1,10.3,21.0
62,9.2,10.1,16.8
63,9.2,10.1,7.0
64,9.3,10.4,21.6
65,9.3,10.0,8.2
66,9.4,10.0,4.1
67,9.5,10.1,10.7
68,9.6,11.7,15.3
69,9.7,19.9,27.9
70,9.7,10.0,2.4
71,9.8,10.0,4.0
72,9.8,10.5,12.4
73,9.9,11.7,35.3
74,9.9,17.5,43.9
75,9.9,10.9,18.0
76,10.1,11.1,15.0
77,10.1,10.5,4.8
78,10.4,11.5,20.5
79,10.5,11.9,29.0
80,10.5,10.8,4.9
81,10.6,11.4,16.4
82,10.6,12.2,23.6
83,10.8,12.0,17.3
84,10.8,12.0,8.3
85,10.8,12.3,25.4
86,10.8,11.8,18.1
87,10.9,11.6,14.4
88,10.9,11.5,10.3
89,11.0,16.2,44.9
90,11.0,12.4,14.4
91,11.0,12.3,24.6
92,11.1,11.4,3.8
93,11.1,12.8,32.5
94,11.1,12.3,11.8
95,11.3,12.9,27.0
96,11.3,12.9,25.4
97,11.3,11.9,9.2
98,11.3,12.3,13.0
99,11.4,11.6,1.3
100,11.4,11.8,5.1
101,11.5,12.6,15.9
102,11.5,13.5,32.7
103,11.5,13.2,25.2
104,11.5,12.9,6.2
105,11.6,12.8,10.0
106,11.6,12.3,4.2
107,11.6,13.1,16.2
108,11.6,12.9,19.1
109,11.6,12.4,9.9
110,11.7,13.4,29.1
111,11.8,12.9,21.1
112,11.8,12.5,9.7
113,11.9,19.8,33.5
114,11.9,13.1,23.6
115,12.0,14.8,29.5
116,12.1,13.5,19.7
117,12.1,13.0,12.5
118,12.1,14.1,32.6
119,12.1,12.5,3.1
120,12.1,12.6,9.9
121,12.1,13.3,17.0
122,12.1,12.8,15.1
123,12.2,12.8,1.0
124,12.2,14.3,30.2
125,12.2,15.4,31.4
126,12.2,12.8,12.5
127,12.3,13.1,15.5
128,12.3,12.6,4.7
129,12.4,13.4,15.5
130,12.4,13.1,7.6
131,12.4,13.3,15.5
132,12.4,13.4,18.0
133,12.4,13.3,14.8
134,12.5,13.2,14.3
135,12.5,15.0,16.5
136,12.5,13.0,11.0
137,12.5,13.7,18.4
138,12.5,13.0,4.0
139,12.6,14.0,29.2
140,12.6,14.0,27.0
