index,arrival_time,departure_time,required_energy
1,0.0,0.4,8.7
2,0.4,6.5,34.1
3,0.4,10.2,11.8
4,0.6,5.4,34.2
5,1.0,7.8,27.1
6,1.4,5.6,12.5
7,1.5,2.9,26.7
8,1.6,7.2,23.2
9,1.8,10.8,43.9
10,1.9,4.1,21.4
11,2.0,3.6,20.3
12,2.0,3.6,31.6
13,2.1,5.0,24.7
14,2.2,6.8,3.4
15,2.7,12.1,46.1
16,3.0,12.3,33.6
17,3.2,3.5,5.1
18,4.4,4.7,1.1
19,4.4,6.0,24.4
20,4.5,5.7,10.7
21,4.6,12.6,45.5
22,4.6,5.5,18.3
23,4.7,5.6,15.7
24,4.8,7.7,13.7
25,4.8,10.5,38.0
26,4.9,5.4,9.7
27,5.1,5.5,1.7
28,5.2,6.2,10.3
29,5.3,5.5,1.8
30,5.6,6.5,18.9
31,5.6,6.9,26.1
32,5.8,6.0,4.2
33,5.9,7.4,23.3
34,6.0,6.2,1.0
35,6.4,7.6,21.5
36,6.5,15.2,16.5
37,6.7,8.3,22.6
38,6.7,8.2,26.9
39,6.8,8.7,30.9
40,7.1,7.7,11.0
41,7.5,8.0,7.4
42,7.6,8.9,19.9
43,7.7,8.3,2.1
44,7.8,8.7,13.5
45,8.2,8.5,4.3
46,8.5,12.2,9.0
47,8.6,9.0,8.3
48,8.6,9.0,4.8
49,8.6,10.5,13.0
50,8.9,9.5,12.5
51,8.9,10.1,13.0
52,8.9,10.2,26.3
53,9.1,10.3,7.8
54,9.1,12.0,25.0
55,9.2,10.3,21.5
56,9.3,9.7,8.0
57,9.3,9.7,7.1
58,9.3,10.9,11.6
59,9.4,9.9,10.1
60,9.4,10.0,10.8
61,9.4,11.0,19.1
62,9.5,10.3,11.1
63,9.5,10.2,1.0
64,9.6,10.4,15.8
65,9.6,10.6,14.3
66,9.8,11.1,22.8
67,9.9,11.1,21.0
68,9.9,10.7,12.3
69,10.0,11.7,10.0
70,10.0,10.9,16.7
71,10.1,12.9,36.1
72,10.2,10.3,2.2
73,10.2,11.1,13.2
74,10.3,12.5,30.7
75,10.4,16.1,40.4
76,10.5,11.7,20.5
77,10.5,11.4,7.5
78,10.6,10.7,1.0
79,10.8,12.3,30.7
80,10.8,11.9,22.4
81,10.8,12.2,24.8
82,10.9,12.9,34.9
83,11.0,12.6,28.0
84,11.0,12.0,21.2
85,11.1,11.7,7.5
86,11.1,11.6,3.2
87,11.1,12.4,16.7
88,11.3,11.7,1.0
89,11.3,12.4,21.8
90,11.3,11.5,1.0
91,11.4,12.0,13.0
92,11.4,11.6,1.1
93,11.4,11.6,1.0
94,11.4,12.2,8.2
95,11.5,12.6,17.1
96,11.6,13.1,18.9
97,11.7,12.1,3.3
98,11.7,12.1,7.5
99,11.7,12.1,3.8
100,11.7,12.3,9.6
101,11.7,13.7,43.8
102,11.7,16.4,39.9
103,11.8,12.8,14.8
104,11.8,17.9,35.0
105,11.9,13.4,21.3
106,12.0,12.7,14.9
107,12.0,12.5,9.2
108,12.0,13.9,20.9
109,12.0,13.2,23.3
110,12.1,13.2,7.0
111,12.2,13.2,20.3
112,12.2,12.7,9.8
113,12.2,12.7,10.6
114,12.2,12.4,1.0
115,12.2,13.5,23.6
116,12.2,14.1,18.6
117,12.2,12.7,4.9
118,12.2,12.6,4.8
119,12.2,13.3,14.9
120,12.3,12.9,3.0
121,12.3,13.2,16.5
122,12.3,13.5,18.6
123,12.3,13.7,27.7
124,12.3,13.1,17.3
125,12.4,12.8,1.0
126,12.4,12.9,10.0
127,12.4,13.0,10.1
128,12.5,13.7,26.0
129,12.5,12.7,3.1
130,12.6,13.8,26.1
131,12.6,14.1,23.8
132,12.6,13.8,8.5
133,12.6,13.7,13.7
134,12.6,14.2,29.7
135,12.7,13.8,22.9
136,12.8,13.4,12.6
137,12.8,15.5,27.2
138,12.8,13.1,1.0
139,12.8,16.3,17.8
140,12.8,14.6,26.6
141,12.9,14.8,35.2
142,12.9,13.9,7.6
143,12.9,13.3,5.0
144,12.9,16.7,35.2
145,12.9,14.9,26.4
146,13.1,13.9,14.8
147,13.1,13.7,7.1
148,13.1,13.6,6.7
149,13.1,17.5,41.2
150,13.1,13.9,10.8
151,13.2,13.7,4.1
152,13.3,14.0,13.7
153,13.4,14.7,19.2
154,13.4,14.1,11.4
155,13.4,14.7,19.2
156,13.5,14.1,12.6
157,13.5,14.9,27.0
158,13.6,14.1,7.6
159,13.6,14.0,4.8
160,13.6,14.0,2.5
161,13.7,14.4,13.7
162,13.8,15.1,7.9
163,13.8,15.7,30.3
164,13.8,15.4,28.1
165,13.8,14.1,4.1
166,13.9,15.2,14.7
167,13.9,14.4,9.0
168,14.1,15.9,33.4
169,14.1,14.5,8.5
170,14.1,14.8,7.7
171,14.1,14.8,15.3
172,14.2,14.4,4.2
173,14.2,14.5,2.0
174,14.2,15.4,12.1
175,14.2,14.7,10.6
176,14.2,14.6,5.6
177,14.3,15.7,13.0
178,14.3,15.8,30.0
179,14.3,14.8,8.6
180,14.3,14.6,4.2
181,14.3,15.6,20.0
182,14.3,15.9,29.5
183,14.3,15.2,3.5
184,14.4,15.7,14.7
185,14.4,15.4,13.9
186,14.4,16.8,51.7
187,14.4,14.7,6.0
188,14.5,15.8,23.3
189,14.5,14.7,3.1
190,14.5,15.6,21.9
191,14.6,15.6,15.2
192,14.6,16.0,18.7
193,14.6,15.0,7.7
194,14.6,15.5,9.2
195,14.6,15.6,16.3
196,14.6,16.1,26.5
197,14.7,14.9,3.3
198,14.7,15.7,14.9
199,14.7,16.5,18.6
200,14.8,15.6,11.1
201,14.8,15.8,14.2
202,14.8,15.6,12.4
203,14.9,17.7,48.2
204,14.9,15.2,1.0
205,14.9,15.6,5.1
206,14.9,15.4,10.4
207,14.9,15.5,11.0
208,15.0,15.3,5.7
209,15.0,16.4,25.5
210,15.0,15.5,10.2
211,15.0,16.1,23.8
212,15.1,16.5,28.4
213,15.1,15.3,1.0
214,15.1,15.4,5.1
215,15.1,17.3,30.9
216,15.1,15.5,3.2
217,15.1,15.8,13.2
218,15.2,15.4,3.0
219,15.2,16.1,11.3
220,15.2,16.1,15.2
221,15.3,15.8,9.1
222,15.3,16.2,19.3
223,15.5,16.0,8.6
224,15.5,16.1,12.4
225,15.6,15.8,3.7
226,15.7,16.8,23.8
227,15.7,16.4,10.9
228,15.7,16.4,10.8
229,15.7,17.1,14.5
230,15.8,16.3,11.0
231,15.8,16.8,10.0
232,15.8,16.4,5.8
233,15.8,17.0,13.1
234,15.8,16.7,13.0
235,15.8,17.0,22.7
236,15.9,16.9,16.1
237,15.9,16.4,1.0
238,16.0,17.9,30.3
239,16.0,16.3,5.5
240,16.1,16.3,3.2
241,16.1,18.1,19.0
242,16.1,17.1,20.3
243,16.3,17.9,11.6
244,16.3,17.5,21.7
245,16.4,16.7,6.6
246,16.4,16.7,4.6
247,16.5,16.9,3.6
248,16.7,17.8,21.2
249,16.7,17.4,9.3
250,16.7,18.8,35.6
251,16.7,17.0,4.0
252,16.8,18.3,28.0
253,16.8,17.3,1.0
254,16.9,17.6,5.1
255,16.9,17.5,12.3
256,16.9,17.3,5.7
257,16.9,18.2,26.3
258,17.0,18.6,20.5
259,17.0,17.2,3.7
260,17.1,17.4,5.6
261,17.1,17.4,2.6
262,17.2,18.0,9.7
263,17.2,20.5,52.4
264,17.2,17.4,3.2
265,17.2,19.0,30.6
266,17.2,17.6,6.6
267,17.3,19.3,43.3
268,17.3,17.8,7.1
269,17.3,17.8,7.3
270,17.3,17.5,3.3
271,17.4,24.0,13.9
272,17.4,17.8,8.1
273,17.5,24.0,56.2
274,17.5,17.8,2.9
275,17.6,18.6,10.0
276,17.8,20.9,13.9
277,17.9,18.6,13.3
278,17.9,18.6,13.2
279,17.9,18.6,10.0
280,17.9,19.0,14.6
281,18.0,18.8,8.2
282,18.0,20.9,40.9
283,18.1,19.5,19.1
284,18.1,20.5,12.1
285,18.1,19.7,23.6
286,18.1,18.9,17.0
287,18.1,18.9,13.7
288,18.2,18.9,13.2
289,18.2,18.7,10.2
290,18.2,19.5,18.2
291,18.2,19.1,11.7
292,18.3,20.1,35.6
293,18.3,19.5,23.8
294,18.4,19.1,12.8
295,18.4,20.0,14.3
296,18.5,19.2,14.5
297,18.5,19.8,23.7
298,18.5,24.0,49.1
299,18.6,20.0,6.8
300,18.7,19.9,4.4
301,18.7,20.1,23.8
302,18.7,19.4,9.3
303,18.7,20.1,19.2
304,18.8,20.0,10.1
305,18.8,19.7,10.7
306,18.9,20.4,19.5
307,18.9,22.4,26.0
308,18.9,19.3,5.0
309,18.9,20.0,23.7
310,18.9,19.6,1.7
311,19.0,19.6,7.1
312,19.1,19.3,1.0
313,19.1,24.0,36.9
314,19.1,19.5,5.9
315,19.2,19.4,1.3
316,19.3,20.9,9.6
317,19.3,19.9,9.5
318,19.3,20.1,12.4
319,19.3,21.2,27.0
320,19.4,19.6,3.7
321,19.4,20.0,10.5
322,19.5,20.1,7.4
323,19.5,20.1,12.9
324,19.6,20.5,16.3
325,19.7,24.0,30.5
326,19.8,20.5,12.5
327,19.8,19.9,1.3
328,19.8,20.2,4.7
329,19.8,21.3,13.8
330,19.9,20.1,2.1
331,19.9,20.1,4.1
332,19.9,20.2,3.1
333,20.1,20.9,13.3
334,20.2,20.6,7.6
335,20.2,20.4,2.6
336,20.3,24.0,22.2
337,20.3,21.2,18.8
338,20.4,20.6,4.2
339,20.4,21.7,23.0
340,20.4,20.7,4.0
341,20.5,21.2,12.6
342,20.6,20.8,3.9
343,20.7,24.0,41.2
344,20.7,22.2,26.4
345,20.7,22.4,16.7
346,20.7,21.9,16.5
347,20.8,21.5,12.4
348,20.8,21.3,8.0
349,20.8,21.7,8.1
350,20.8,21.0,3.8
351,21.0,22.1,14.1
352,21.0,24.0,35.3
353,21.1,21.5,3.2
354,21.1,21.6,5.9
355,21.2,22.2,9.5
356,21.2,22.2,10.7
357,21.2,24.0,1.0
358,21.2,23.0,29.1
