index,arrival_time,departure_time,required_energy
1,0.0,7.8,35.9
2,0.2,1.9,31.2
3,0.3,0.5,1.0
4,0.4,2.0,26.8
5,0.5,1.4,16.5
6,0.5,5.7,26.0
7,0.6,2.0,12.4
8,0.9,3.1,38.3
9,1.1,3.3,47.4
10,1.2,2.4,15.1
11,1.6,1.8,3.0
12,1.7,8.0,43.7
13,1.7,1.9,3.9
14,1.8,2.9,11.5
15,1.8,8.9,27.7
16,1.9,9.9,66.5
17,2.1,2.8,14.4
18,2.1,2.8,10.3
19,2.7,3.1,6.6
20,2.7,13.5,43.0
21,2.9,4.3,17.1
22,3.3,3.7,5.0
23,3.4,7.3,45.2
24,3.4,3.6,3.0
25,4.4,6.3,20.0
26,4.5,5.4,10.2
27,4.5,5.8,26.9
28,4.6,6.4,8.7
29,4.7,5.6,19.4
30,4.8,10.5,26.4
31,5.4,6.4,12.0
32,5.5,9.5,40.7
33,5.7,6.1,5.5
34,6.1,7.2,18.1
35,6.3,7.5,4.3
36,6.3,6.5,1.6
37,6.6,7.2,7.4
38,6.9,8.2,28.1
39,7.1,7.7,8.3
40,7.3,8.2,16.5
41,7.5,8.1,12.9
42,8.0,8.4,7.5
43,8.3,9.0,11.6
44,8.4,9.1,10.4
45,8.6,11.0,31.4
46,8.8,9.9,16.9
47,8.9,17.9,36.1
48,8.9,10.9,36.7
49,8.9,10.3,25.1
50,9.0,15.2,26.6
51,9.1,9.4,5.7
52,9.2,13.1,36.9
53,9.2,9.5,5.1
54,9.3,9.4,1.0
55,9.4,9.7,1.0
56,9.5,12.0,24.5
57,9.5,11.8,37.5
58,9.5,10.7,25.1
59,9.6,10.8,16.9
60,9.6,11.0,23.9
61,9.6,9.9,3.9
62,9.7,10.8,21.7
63,9.7,11.0,28.6
64,9.7,11.3,23.6
65,9.8,9.9,1.5
66,9.8,10.0,3.4
67,9.8,10.8,14.3
68,10.0,10.8,14.0
69,10.0,11.8,38.0
70,10.1,16.4,45.9
71,10.2,12.5,29.8
72,10.2,11.2,18.3
73,10.2,11.3,20.4
74,10.4,11.6,23.3
75,10.4,14.3,39.5
76,10.5,12.2,29.7
77,10.6,11.1,4.2
78,10.7,12.0,16.1
79,10.7,11.1,8.1
