index,arrival_time,departure_time,required_energy
1,0.1,0.7,12.4
2,1.1,7.8,39.6
3,1.5,9.7,32.1
4,3.0,3.3,3.0
5,4.4,5.7,27.5
6,6.3,7.0,10.6
7,6.7,6.9,1.0
8,7.6,11.5,30.3
9,7.9,9.0,21.8
10,8.2,9.7,23.5
11,8.6,9.9,25.6
12,8.7,9.2,10.4
13,9.1,9.7,9.1
14,9.3,10.2,8.0
15,9.3,9.8,3.2
16,9.6,12.5,14.7
17,9.6,9.9,4.7
18,9.9,12.2,39.1
19,10.3,12.6,21.7
20,10.5,11.8,25.7
21,10.6,14.0,31.8
22,10.6,11.5,9.7
23,10.6,11.8,18.1
24,10.9,12.9,33.0
25,10.9,11.0,2.1
26,11.1,12.2,16.5
27,11.2,12.4,23.3
28,11.2,13.6,27.5
29,11.3,11.7,3.8
30,11.4,11.8,7.2
31,11.7,12.1,8.7
32,11.8,18.4,12.8
33,11.9,13.6,22.8
34,12.2,13.7,13.0
35,12.2,12.5,4.8
36,12.3,12.8,4.9
37,12.5,13.2,9.3
38,12.5,13.8,23.8
39,12.8,14.1,8.5
40,12.9,14.4,25.7
41,13.1,13.3,3.4
42,13.1,13.9,15.7
43,13.2,14.8,17.2
44,13.4,16.4,27.0
45,13.9,14.4,9.3
46,14.0,14.8,5.7
47,14.0,15.5,28.7
48,14.1,14.8,15.4
49,14.3,15.6,23.4
50,14.6,15.9,26.6
51,14.7,16.0,17.8
52,14.8,20.7,33.6
53,14.9,16.1,19.7
54,14.9,16.2,25.9
55,15.1,15.9,17.6
56,15.3,16.5,19.9
57,15.4,15.6,1.8
58,15.7,16.8,16.2
59,15.7,16.8,3.6
60,15.8,16.2,8.6
61,15.8,16.3,3.9
62,16.0,16.7,5.2
63,16.3,16.5,1.0
64,17.2,17.5,6.5
65,17.3,18.5,24.1
66,17.5,18.6,15.7
67,17.6,18.4,17.5
68,17.7,18.7,19.9
69,17.8,18.0,1.0
70,18.0,18.9,17.5
71,18.1,18.3,3.6
72,18.3,18.5,1.0
73,18.6,18.9,4.8
74,18.6,18.9,4.6
75,18.9,19.4,8.1
76,19.5,20.1,10.8
77,19.5,20.0,9.2
78,19.6,19.9,1.0
79,20.3,22.0,10.1
80,20.4,20.7,5.8
81,20.5,20.9,8.4
82,20.6,21.2,12.2
83,21.2,22.1,18.0
84,21.2,22.4,24.2
85,21.3,24.0,17.0
86,21.4,22.6,21.1
87,21.5,22.0,2.1
88,21.6,24.0,33.1
89,21.8,22.4,11.9
90,21.8,23.3,29.3
91,21.9,22.9,20.8
92,22.0,23.1,18.2
93,22.3,24.0,27.1
94,22.4,22.5,1.8
95,22.4,23.2,10.1
96,23.0,23.5,4.1
97,23.0,24.0,18.1
98,23.0,23.2,4.3
99,23.0,23.5,6.0
100,23.0,23.3,1.0
