index,arrival_time,departure_time,required_energy
1,0.0,1.9,32.4
2,0.1,0.7,12.2
3,0.4,11.6,49.5
4,1.2,9.8,41.7
5,1.2,2.9,17.6
6,2.0,6.4,31.6
7,2.3,10.9,16.3
8,2.5,4.5,29.3
9,3.7,4.3,9.3
10,4.6,6.5,25.2
11,4.8,12.2,40.9
12,5.0,13.7,48.6
13,6.1,6.2,1.0
14,6.4,6.9,4.5
15,7.1,8.6,29.4
16,7.6,7.9,3.7
17,7.9,9.3,18.5
18,8.3,13.2,67.9
19,8.9,12.3,10.4
20,9.1,10.4,17.8
21,9.5,10.7,21.8
22,9.6,10.5,14.9
23,9.9,11.0,16.8
24,10.5,14.0,36.1
25,10.7,12.1,24.9
26,10.8,11.3,2.7
27,10.8,11.4,10.2
28,10.9,11.6,10.6
29,10.9,11.0,1.0
30,11.0,12.6,31.9
31,11.0,12.5,21.1
32,11.2,12.1,16.3
33,11.4,12.0,6.0
34,11.5,12.3,13.8
35,11.6,12.5,13.2
36,11.6,11.8,4.4
37,11.8,12.5,11.3
38,11.8,13.1,23.6
39,11.8,13.8,19.2
40,12.0,14.3,20.9
41,12.1,13.6,25.7
42,12.1,13.3,13.9
43,12.4,13.3,15.2
44,12.4,12.8,3.7
45,12.8,13.8,15.2
46,12.9,14.4,20.2
47,13.0,17.4,21.4
48,13.0,15.9,40.7
49,13.0,14.2,13.9
50,13.1,14.7,31.9
51,13.2,14.0,1.0
52,13.2,13.5,2.0
53,13.4,15.2,10.3
54,13.5,14.3,12.3
55,13.5,14.3,16.5
56,13.6,13.8,2.3
57,13.8,14.2,3.7
58,13.8,14.6,15.3
59,14.1,14.4,1.0
60,14.2,15.9,31.2
61,14.5,16.0,26.4
62,14.5,15.2,10.4
63,14.7,15.3,7.7
64,14.8,15.4,5.0
65,14.9,15.1,1.0
66,15.2,15.8,9.7
67,15.3,16.8,5.9
68,15.7,16.0,3.0
69,15.8,16.2,4.6
70,16.2,16.6,6.6
71,16.4,16.8,6.3
72,17.2,17.5,5.8
73,17.2,17.7,7.2
74,17.6,19.9,34.5
75,17.7,18.2,5.8
76,17.7,18.1,3.0
77,17.8,19.4,29.8
78,18.3,18.5,2.1
79,19.1,19.4,3.1
80,19.1,21.4,25.8
81,19.6,21.0,23.6
82,19.8,21.4,22.3
83,20.3,20.5,2.0
84,20.4,21.7,22.2
85,20.5,20.8,1.0
86,20.8,21.1,5.7
87,20.9,24.0,32.3
88,20.9,22.7,34.5
89,21.4,22.6,17.3
90,21.5,22.1,9.4
91,21.9,22.9,21.2
92,22.0,24.0,35.5
93,22.1,23.0,19.1
94,22.5,23.4,19.7
95,22.8,24.0,18.4
96,23.0,23.7,8.5
97,23.0,24.0,14.4
98,23.0,24.0,21.1
99,23.0,24.0,8.6
100,23.0,24.0,5.8
