index,arrival_time,departure_time,required_energy
1,0.0,6.6,23.7
2,0.0,7.5,39.2
3,0.0,2.9,33.4
4,0.0,5.7,14.4
5,0.1,10.6,50.6
6,0.2,1.1,10.1
7,0.4,3.5,18.6
8,0.5,1.3,8.2
9,0.8,9.2,31.8
10,0.9,3.9,20.0
11,1.0,1.8,17.4
12,1.0,1.6,12.8
13,1.4,1.9,9.7
14,1.4,1.8,7.2
15,1.5,6.6,47.0
16,1.7,5.3,32.3
17,1.8,7.4,35.8
18,1.9,8.7,53.3
19,2.2,3.3,24.0
20,2.2,6.3,31.5
21,2.3,3.4,22.0
22,2.3,5.5,5.8
23,2.5,5.3,25.4
24,2.6,6.1,29.8
25,2.8,4.5,6.8
26,2.9,5.4,18.3
27,2.9,3.1,3.8
28,3.2,4.4,20.2
29,4.2,4.5,1.5
30,4.5,6.3,32.1
31,4.5,5.7,11.9
32,5.2,5.8,12.8
33,5.3,5.7,8.3
34,5.8,9.6,54.0
35,5.9,12.4,27.7
36,6.0,7.0,16.5
37,6.0,8.3,34.0
38,6.2,7.2,12.4
39,6.5,8.0,30.2
40,6.6,9.0,22.1
41,6.6,7.8,19.9
42,6.7,7.3,12.2
43,6.8,8.0,23.3
44,6.9,7.3,4.0
45,7.0,8.0,14.8
46,7.1,7.8,10.1
47,7.1,9.6,42.1
48,7.3,7.9,8.1
49,7.3,7.7,8.1
50,7.5,8.0,5.9
51,7.5,8.4,19.1
52,7.8,8.3,5.7
53,7.8,12.1,44.4
54,8.1,9.6,28.5
55,8.3,15.3,44.9
56,8.3,9.2,15.4
57,8.4,10.0,25.8
58,8.6,8.9,1.0
59,8.9,9.6,15.0
60,9.1,9.7,12.5
61,9.3,10.1,10.0
62,9.4,11.6,26.8
63,9.5,10.4,10.8
64,9.5,10.4,7.3
65,9.5,10.7,9.5
66,9.6,11.6,44.0
67,9.6,10.5,17.7
68,9.6,10.9,27.7
69,9.6,9.7,1.0
70,9.7,10.7,18.8
71,9.7,10.2,7.2
72,9.9,11.0,16.5
73,9.9,18.0,26.4
74,10.0,11.3,24.4
75,10.0,11.9,34.7
76,10.0,16.4,21.1
77,10.1,10.8,10.7
78,10.1,10.7,10.4
79,10.2,10.4,2.9
80,10.2,10.7,1.0
81,10.2,10.7,2.3
82,10.2,10.8,11.5
83,10.2,11.0,14.7
84,10.3,14.5,41.4
85,10.3,11.4,22.7
86,10.3,12.0,35.7
87,10.3,10.8,9.6
88,10.4,12.6,39.9
89,10.4,11.9,29.2
90,10.4,10.9,9.8
91,10.5,11.6,17.1
92,10.5,11.1,13.0
93,10.5,11.5,21.4
94,10.6,13.4,10.4
95,10.8,11.7,14.1
96,11.0,11.6,11.6
97,11.0,11.6,11.4
98,11.0,12.6,27.1
99,11.1,12.5,22.4
100,11.1,11.3,1.0
101,11.1,12.1,11.3
