index,arrival_time,departure_time,required_energy
1,0.4,2.1,30.1
2,0.5,8.3,34.2
3,0.7,7.5,17.5
4,5.2,5.7,10.9
5,5.9,7.7,28.9
6,6.9,7.5,8.2
7,7.4,9.4,8.5
8,7.7,8.0,2.8
9,8.3,15.6,41.2
10,9.1,10.2,23.1
11,9.3,10.3,16.1
12,9.4,10.1,14.2
13,9.6,10.7,6.1
14,10.2,10.5,5.5
15,10.4,11.0,12.1
16,10.4,11.4,17.3
17,10.7,12.3,34.2
18,11.2,12.1,16.9
19,11.4,12.4,21.3
20,11.4,12.2,15.9
21,11.5,13.4,36.2
22,11.7,12.4,12.3
23,11.8,14.2,17.2
24,12.0,15.7,20.6
25,12.1,13.1,19.0
26,12.1,13.3,7.2
27,12.7,13.3,13.1
28,12.8,13.7,9.9
29,13.3,14.1,6.3
30,13.3,15.0,31.0
31,13.6,14.3,15.3
32,14.0,15.3,19.1
33,14.6,15.0,4.1
34,15.1,15.7,10.5
35,15.3,16.5,23.0
36,16.1,16.6,10.2
37,16.2,16.6,7.2
38,16.3,16.7,1.7
39,16.4,17.1,8.2
40,17.3,19.1,19.1
41,17.4,17.6,1.0
42,17.5,22.7,27.2
43,18.5,19.0,10.3
44,18.7,18.9,1.7
45,18.9,20.1,15.2
46,19.4,19.9,9.5
47,22.0,22.2,1.8
48,22.8,24.0,21.5
49,22.9,24.0,22.8
50,23.0,24.0,21.4
